id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment,user_id,product_id,date_purchase_id,comment_id,total
1736,b'gAAAAABlumZ1F3vGF0od-pm2CdqZ_JpnAvTXi9wTAbrl5Da39hmFSBCWUNhdblPeo9vN8cdQvulLbGfiyDm4oBg1KyMBOIFSNA==',60,M,Delacruzborough,Jordan,b'gAAAAABlumZ2rc6e_5Ml5xK1eDHg5Mu881jcftsD0m4JaqODey3qBWDSoN7QnHN0o7OuqX7B_iRfskcDIci4uxTXDygrKVKAUzn_4tZCxeKl5Yr3YfkHvuo=',b'gAAAAABlumZ22_rHpwhXd1Iw_6xL_6z4Fd5Yq9xwRRfe-338TLv9FyV5UQ_H1r_y-HBn4bn5r_1tsO2ZKP948zSbH8I4FFbBhX6H3MhY3WTv0I_uoTNcK7c=',Monthly,Active,PantsFits,Clothing,Pants,1.0,2020-05-09,6,3,Tempora atque est quibusdam a.,889,47,396,2613,6.0
1737,b'gAAAAABlumZ1lGawthoEYzftjNL291apCsWoa6rRIZP1f9xXwiduIwbQA2YP7Sn18XQ-5-Ani-l3wKXmb80t0voVQ2nMIs1hXg==',64,F,Bonniefurt,Reunion,b'gAAAAABlumZ2_yezp4zVNaDkk_Fj6k4b5Pa6Bv2IICnnkLl2leZsFrtaimascAPtKlPiMhe0OuS9fZSBGPDPjrUtQvStEzGC_ctOBfPEWSBSEydqRjPS2S0=',b'gAAAAABlumZ2J5cp5MYKbGzjYVvX7Z5RcNKOVp8JJ-M82xj4P5_D34txqkI7S5zpYlItbj5mswvmJ2UM1ehFYJ9B3UJt8hlYURU_KrGv7lLJgBC8QBVTcSjRvfavXTl5vm2cWch7INrN',Rarely,Active,JacketWear,Clothing,Jacket,527.0,2024-01-20,3,4,Unde et quo sunt magnam quo harum.,629,35,1475,2695,1581.0
1738,b'gAAAAABlumZ1Qpcpd2xHR2XW5Wgi6rskWRVV-dBV6yWXFSosdwbrNd2z7jBbtaQ1hCJnEK2k7PhNR5_QM6Wynx2h6XyxgMEFCQ==',65,F,Johnsonmouth,Cook Islands,b'gAAAAABlumZ2mUF0w98pifPFfMaUKc3srN07YVvrxnLVb-PulD1Kyhp8HoMLapLCE17qX0NaKpMEL0Nb-BJyLM9TQ1CCKyxwotUpKAwZP5WolIBkSUlUiv8=',b'gAAAAABlumZ2Y7U1Nen1qnbTVzsscxJEyq4MPec12uMTRlJBzL_CZD3cS1E8Y8O7M_9am77bTZYE0oZA5M-qBXvEgx15WBeyA88KZZPMNqVjiW8fIWJXCC0Jn2oexD9oZtXfSbUAS-mF',Yearly,Churned,Non-fictionGuide,Books,Non-fiction,489.0,2022-01-20,5,2,Quidem delectus illo laborum rem natus minus dolor.,1103,45,886,2218,2445.0
1739,b'gAAAAABlumZ1zvPJaVa4muWoFRV9YbI8fATxX7TG_93OdBdqrilNdTgcWYUzAqFRhL9GQe2gKXBH9vDNTy5-AcoxI7-KSto2T5RP0JY78C7-qfgFlKrlwTU=',25,M,Lake Whitney,French Polynesia,b'gAAAAABlumZ2Tgr5LrJbWh3thGodZ2ZMR006_HZqqCPD0i_2x8M2R33lMgRT2O1iJpylZ3Cu4d6luU-itB6otg2yySJN1cUGS9cRNmemsZMGdO6NuTkqqoE=',b'gAAAAABlumZ29TuiTqXZ1h-B9R-bkymcZ50DV9P9WUHxW-EPvDs37B1ic74D7wFtODRgNDP0DYgdcLabAyIEeqC8NAGYAC1Qj5feMbyITRBkeRoXzsKlqH2zuIhskuEkzn9KmcUL9TGK',Monthly,Churned,FictionTales,Books,Fiction,17.0,2021-09-20,8,1,Tempore officiis porro error natus ea eius.,504,29,796,2637,136.0
1740,b'gAAAAABlumZ1wTBpvlPUSVbKGhzmTxtOZ0S92bF6Bbck1lDnRmiW22ahQFz4OBz2IjaJ5CV-SKDg6XwtPGuyVpGmj2au_ARwLwkQbseP7wbRgWjRFwdvCd4=',42,M,South Ashley,Papua New Guinea,b'gAAAAABlumZ2mvQmyDgsqs9r068MPyGq_l5NIc7OaNs5FCV_jST6gnaNjEzy5AsTzQwLcIOYKeuWe6yZQ3g5K7jffWKhauYN7Uubc6r8-07A5wi2IdfvfMI=',b'gAAAAABlumZ21cJqAIALtO4oDp3XzJM8AiAWFVMHP_xH2S7sg21GgN5gv110rqh2UaEr0ypXCxga-HkqoJLh5dJ2Rkp4vL29EmGC0irukkwf8DHb1dP4qqNkNuTcGtg-yVa-bT6nWO-0',Yearly,Active,ChairDeluxe,Furniture,Chair,968.0,2021-01-24,6,1,Aspernatur rem cum quia necessitatibus sit.,1148,17,603,177,5808.0
1741,b'gAAAAABlumZ15w33lNdTzmcMFgWRfmHQfIlz6b2-J14wUk4oysA4d5P8lcTjbAz4l5V_UV_8M2n3-otjIaDsteAqSNA8K8MGsg==',41,M,South Vanessa,Sudan,b'gAAAAABlumZ2gcNnNCv_mL-xzaAoATGCnnv-aBpt2MTgyBoEM8d0XQBnJj9ipmn0-XhzMccxorsM67zICxtrbR5rl1RfPcgIjx8ZQTtEsEC5dwbMvjCn1yE=',b'gAAAAABlumZ2j7SeThWbQpmFTzomaaL5JOci1no8usn21ZIqN-q0XgDgRcsipLglTRGKa77bIJ9Ni3u5cEyTB3Duj1LqVy1M-VwQ1Ch6upnfJvsTTzr2Jgq5CxkCS56dD133nT0ItYLn',Rarely,Active,FictionGuide,Books,Fiction,83.0,2021-10-04,6,2,Illo quos ex aut et consequatur enim.,438,26,809,1290,498.0
1742,b'gAAAAABlumZ1CJc53YpGb37xlAFJoPuJvzkhemgtviOZdv7qPGP_YEZG1DO_QPbB4boyaqbk9u0VtcONyOciTgacPL0W5tKaJg==',60,M,Delacruzborough,Jordan,b'gAAAAABlumZ2VzIBunmYK420m9yGAaSQeFs6UX_uSJfLibf_umMzVDrWZpROR4FRBJnto5422_ZSJUjcqdA1OxKhDJtvT7iaSY-aVnlwTXUx-iM_QhN82Dg=',b'gAAAAABlumZ25cO32BYoOKMTBkFsuAKdl9dHwwKXglvB-KBXzF1oEHMGpCzOSVQHgj9RTNgFoi32HXKMvuMH0XnVPkrAJaGJwfsHo4wscxSGXyBQITzIxuhExWm95Q4NI36jfsXj4B3HYaU1qyQ_3LxNJz1RFcr0sw==',Monthly,Churned,BeveragesBurst,Grocery,Beverages,63.0,2020-07-19,6,5,Dolore occaecati dolorem dolor nostrum ipsa ea.,889,1,451,630,378.0
1743,b'gAAAAABlumZ1LkUSWZulHRxCMwXp7xvi4_Gdsv5nkCMTn2mtczyYtEq4ngD5i05bSlySgfQUT9CGSxovhD4p7v4BvYIqeko9Iw==',56,M,New Erica,Azerbaijan,b'gAAAAABlumZ2dKtM15-Wqnl9l6uVn6uL3lNsNUMqr5u1UfySAkasV2T8yJSAAp3ZdnUWe98-YYwq9QIdoCpufo22k4Qbvq2EBfXbIUqarXK3_iNyWAw6qF8=',b'gAAAAABlumZ2Wjr2UY76dWsPztVbS3dshHJRSCFgO5RjEFxDsJSTytnyBRkAYzgFQsXQWHKDxU-IpWmfCagZBq2Yg_UrNOx3AivJP7aGzKYnLr8UKXFVq8E3jdd2JQgMIfug_28F8wTs3oNOIdh6HKTBsmFouiVrOw==',Yearly,Active,ComfortSofa,Furniture,Sofa,778.0,2019-12-22,3,5,Ea aliquid maiores omnis sunt dolorem et earum.,665,22,294,712,2334.0
1744,b'gAAAAABlumZ1i3CKyfuELeRJ27bk3-6a5-ra947o1NCZQtLeM0RQkMrmzKnRQxzu--ixbXdrAt-T9pvdgkMA0Ec5Tw5oS_nfNg==',35,M,Barberfurt,Palau,b'gAAAAABlumZ229Pp1ZvAHCcv1QObj39-MO06MWqZIsBqM0fLxg0m9xOX0uJP3vtKBmDrQgysB1Y5L9X2zrzJb2TOs9hQLq9lfhKWnkMWaB4b4h12_ijXBPo=',b'gAAAAABlumZ2OxZurwtdNA3Nn8RjjCA_bW9E0jk3DX8PJ35H0fYxvI5pRJylkhHiedoXUjxbk-_yVvA66ScaZkvJIsnS2_g0EiTrAKaDxdiGapvq31eUsezX3msSIOOXmvbGbKDX_Vz1',Yearly,Active,FreshVegetables,Grocery,Vegetables,77.0,2020-01-26,2,5,Harum asperiores nam iure aut cum.,145,32,324,1224,154.0
1745,b'gAAAAABlumZ1Tlu04NUSCCX9p5_Yl6fVG_znDzPKcdh1CWcz1ZEHN37tNBTQpFKAnjQw6ZhnsETQ_Mr2mi609GcSm4Cben1S2w==',30,F,Pughmouth,Lao People's Democratic Republic,b'gAAAAABlumZ22YQM_u_xMOuUGj5ejC3rhCWSQt0ePD2tPW0yhqvLzwx7YGOOjPLCBpvU6nEn6_l54fsqfwKMYFmPIjc_SI1RAbAtcBJjuU_YlKNrmHvyZPU=',b'gAAAAABlumZ2c0YBjglg6fj_MlNXVTderl2JfyWg27WQg86mvV3JHFNvuLq_ZzeVYul5qmfYARd5g1l_2mHsUxMX-7Tl_fTjCaOGQ3ZaLWKfo4_clmUQzSOTX9suVllWo4uIXxbbPa2x',Yearly,Active,SofaPlus,Furniture,Sofa,13.0,2019-05-11,6,4,Quis illum non in dolores.,1088,63,108,2234,78.0
1746,b'gAAAAABlumZ1rWKVT1jy5oHXxuuk-ackI8H2PZpKv6-dquBpeu57JhW0KalzpAVwsMH1IlnM2frp5YrpPGpOld5Z9Nz2dAJeNg==',55,M,Raymondview,North Macedonia,b'gAAAAABlumZ2SUKfsHtOJJa1BCaXJK7LpDg-B_dKu6D4_ViquanTBfShZqmMLW1FEFPYaJahJc0dKsmmMfXFoMEcZbt8ju3yJMUFfNUtIM9tpRICJzuREOU=',b'gAAAAABlumZ2nlB9nqF__IAp3-Qi2qo6OReaOjNmxUUP_2Lgzm5sIbjZSf2pcLnKqFKaqsowlMrZJ_88TtgOmFuDjtCbDQMaq7gErd8NRL1lxWN62BNX8SSXMSVnDVXy3YDOIe3gAmWMz91ZEaT-89jRCgYe_hjfKQ==',Yearly,Active,LaptopPro,Electronics,Laptop,881.0,2021-01-08,3,5,Aut adipisci deleniti est.,473,37,588,218,2643.0
1747,b'gAAAAABlumZ1q1aiMho9uEEyu_Af3tBtqvaR1vqLeUu6oISKr_RN49F4kslSgNRDjfmNYcd5a-7s27ZSKl8bfLdUZnmJMTLSPb7D3ROeFPuFvHMm8VVIJ5E=',22,M,Kimberlybury,Nauru,b'gAAAAABlumZ2BLeu7uI3JpZDmmAjcArYgAPyy_okRUHOV7D2twl_SgfILqUyMIHQ21kwVWNhMMBSjS0W-5aJ6Kl_XHAYXWj0boHiT4E-HZn4Tpc0KqkBQBY=',b'gAAAAABlumZ2sYm23iUUsUVy17vgQLClvwoZp435qA5ib8RCu52VZ6nwvJHvs2Eoep09KwFgFbSYVvnXTcxIW4w5erVOCoUv5BlFLVTJT8Qviurr2XirP2b70x9f2N5LWuelVMcO4xSy',Yearly,Churned,TastyVegetables,Grocery,Vegetables,621.0,2021-07-12,8,5,Laborum rerum assumenda saepe nemo nulla enim.,84,70,737,1491,4968.0
1748,b'gAAAAABlumZ1vZAu_u3KdGKSszEEiRLCgK38c7Pfl580nusVPAU0Ki-jv9oqYY8C_4BJv2NYUFpInkjH1knqDAHY3pXb0DbnDg==',46,F,West Lisaside,Georgia,b'gAAAAABlumZ2NB1BPZrKFRCYawpCNkbJo-w94IMxA6ioZ_HJcLtSGd5xmj8zUqliYagfVPx-BwL7VlWih8bzF-ystJCehl3qa2_ArK3a4Djkq9jw1E5idDE=',b'gAAAAABlumZ2qU53YuXxUzBjiMGo8NPVDsyCKgNc3MhbOX_g4lyDE_o5LePubOBmwgdIkvzdWXz4yQjjbb3UX24xNwiDUUrVL8T3GhRUr_1TmjxZjpLBG0K2F8eHZ3cESUhr-p8wAP2v',Yearly,Active,FreshBeverages,Grocery,Beverages,65.0,2021-02-19,6,1,Facere possimus nihil et.,137,30,624,1168,390.0
1749,b'gAAAAABlumZ15DE417EW807zFabhM9nUaB9Nc27cGGTp9L7uhbNhbj9NQ6Rl2qOM2Njgw3XS6oJyT8QQcOsoNPLizTUW7mnpYA==',57,M,Tanyahaven,United States of America,b'gAAAAABlumZ2hlHxySkQ0Ibz6BamdXD6lsI0JC0zn4gcWfsCwMHUEohFNvpKYNYiEgp3szjL4p7LCRQ2smhWm4kmiroKGm6y-1C9szLhftA86heEA2j6qdQ=',b'gAAAAABlumZ2CiKTXHmbaXu3Iq7F1YQ9ECsd71PZ5rtj0zF52bCBYsW7EI8aL1MaKkpOofeJPri9BOuV5t-ANG09UV-LTXsikKdiTJ29Iab5QkdmDMVYjTPwEeLl2tngfyHPvTBJr6c-',Yearly,Churned,FreshVegetables,Grocery,Vegetables,331.0,2020-07-08,2,1,Accusamus nostrum doloribus aspernatur sed est.,86,32,442,27,662.0
1750,b'gAAAAABlumZ1NAjCOqNKSXdfXtx6ewTetzULUkhMGJtdLXShdJeryHjbubY2SnKw0WDxmi79D7GKUtVfxYb2ZyZaAytCZnzRSQ==',98,M,South Shannonmouth,Libyan Arab Jamahiriya,b'gAAAAABlumZ20GmBYFcA47Pdce9N5EYAKQVZa6LD_-QedgCe0OPgoJ3IRwVYdrOJgckGsY25V--lbf2N9X7_KKByzdEMG9eiSWHFeEJI_YjnTKlp1bxBH2s=',b'gAAAAABlumZ20nQIcrbuWaSwzHsm4CIZKKl1CzK65whRA4LySHxvtoHXCyfdO2barFdCl-t6cNUIY3oDTi0BLOl5yHZlIV49OvC0SbdccazEPSqpan3v1MnaRWQPczsF7fjJoiAPK4sSbBx2s1JzJlxcB0sbZMcjlQ==',Monthly,Churned,UltraLaptop,Electronics,Laptop,92.0,2020-01-03,8,4,Est magni quos aspernatur molestias soluta dolorum et.,269,74,303,886,736.0
1751,b'gAAAAABlumZ13MPJNRuzeNIBjnRXyt0nfImsnUMXuz9TDEUwLX1eYcFGx3Ryt_fN0Pa10rdXSH3ZZr4XOOGYn_U3BfIR-ZFrHaOboxj1Zdwr4zkX3V9zYjo=',43,M,Mooreton,Faroe Islands,b'gAAAAABlumZ2Q-viMnTnRa1qF5ImhTxiGQJmT0doSjrAgozogHNDtchlfgL4rgXpK8jkP3WsDLa1DsyfofcxbC5EN_Ge3pcJCMc02P3Zl6SR8UtGjp2pYwU=',b'gAAAAABlumZ29nuteQjeAP8OnASpS5NkW3ardtJys1iok7FefEuVMT2Nmu5KPSUiDoKyljMsEy7zpJr3X074NwtrlPugmzYglqwW3Pl7DDewpw5RwB1b00s2iqDev7Ec-ynUungob0WP',Yearly,Churned,FictionTales,Books,Fiction,994.0,2022-02-25,1,2,Laudantium expedita rerum quis necessitatibus non repellendus quod ullam.,940,29,916,1498,994.0
1752,b'gAAAAABlumZ163MYiC8LVDFVxAU43140xKHoGPHSiNKX4qhY5Ma9lxW3c5jcGPNgvLvmqoAdmDOIRy8t8eEMMPUd6grldgsO4BzlsAhduqRxBu6dUiSftbI=',58,M,Thomasside,Cape Verde,b'gAAAAABlumZ2m3D7WLN9oAi2mVS5-9W2cnTZxV45YncEiOSg9c8iqq7E9aD1Lc8k7-xnACXqBRupIwfoksiFDdbv77GAqHO5D6IraeVtLdBVwIyI8Yj9RmI=',b'gAAAAABlumZ24U62aLRK3Fsr2NVBSZsG8naed3Dd56kq7DZvRVOaXeuxpegJrZ1KBl4g4m-ZNktiYvq9wy3JoymrcCF6IxJGCKTngivA_I4DOTD-SVZDkQ9j1ErcMUToebmzgH-WwjFkTjr7EHcnLfsRowiv9EoIiw==',Monthly,Active,JacketFits,Clothing,Jacket,90.0,2020-09-18,2,5,Laborum aliquid quasi quia sed repellat quae aut.,1204,33,494,1476,180.0
1753,b'gAAAAABlumZ1UoiMmXfkA-uLrYhS02tZKZRDtK51GDspNzYeIhNU5Y2qMsiLwuXSNww9ex9HhM0U2V7Wg2jO9nD1Xa5bwck2Pg==',40,F,Kennethville,Norfolk Island,b'gAAAAABlumZ2tTN0uJjshBgoa47s613zTYJfsQTkJ-QO1YX4AM2oSAHafep2jF0DOAjSSEYpBZzMrdNO2ewDGtt28x1GjZYNx32q1CmaLxAX62I9AWn4JG0=',b'gAAAAABlumZ2DuKek_qvIkPnlxi4ceFjBVW0gIphN5Yc0GbWSh3byJfPx1k6bKf0S3r6-8nYaIIUMDPyPvPa6-PLTYgdYRSdtGtPTVwSl5mXikpxJgx9jC-LIq9IcaRAmtRCZOC4ZWaP5gDsFiH9ldl4bqiiH3gWDw==',Rarely,Churned,ChairPlus,Furniture,Chair,555.0,2020-05-02,8,4,Dicta sit dolor voluptas adipisci est accusantium.,344,19,391,561,4440.0
1754,b'gAAAAABlumZ1dEIqJWMzv7_2lXOu4WjtiHv4rVM9lrx27HP0EOoj4qVAbKCIxTXfFbK_bT9nXLpoZllubwVNlcXWhJyY0Wg0HuKYunukaGWrEFAGJ71xok4=',42,M,Stevetown,Ethiopia,b'gAAAAABlumZ2IQh-iUpwdjMhfzcFNeGwtgTYW0LbqZQr2ADE_aRVQ4juh5144FHAkt_m6gfhdtv64QbULkoNz_mgiCwdruLpFzxtOV-RhPcrXzntFkVbJ28=',b'gAAAAABlumZ23MBllYG-7LTtI9EPgI98XJm4NkQN1b_Q4KJXTpohxeTxRIKbsCGI4XV2-tIOE8d-BgOMd4l8k0pKk6EQVtTNqqpI_NrmoL4x-Soy98OhRmMqGDZLZQuviQ7NIs468eh-a_qWvfiCxy7qbIzAJpmtug==',Monthly,Churned,TastySnacks,Grocery,Snacks,97.0,2022-06-02,8,1,Perspiciatis aut voluptatum dolor quia.,1187,69,995,1946,776.0
1755,b'gAAAAABlumZ1J_jHXDUFHOKE15IpTGWeRU3DuS28HzQ25uuFsR2g3PrbW59BSZaSJ8qu0Vsc8jmsesFiUGDlZcE_IBdRZ-IgXA==',99,M,Thorntonchester,Turkmenistan,b'gAAAAABlumZ2DUYsSURFz0LDugwNhXQ0Bfb6S3x1WLCnA7AenrWu0x4tz3rBJS5VbPycgtJid-vWOZv47vkeDd5KVxjsXfq7FrwTTXsDDM7m9ZzfCPfKx9Q=',b'gAAAAABlumZ2Uibft7grgyWgNTTTDxPJ4Hpd5MafNB2bq72e2K08aR0LvJNnt06Tl0kIZEHQegS9zYNIQ5jC_DZoy0kZ99OwlMbDbPzyz4OqQLTqqL_EsBnUveRGit3iZPwFhGsKL9T_CNx2UwQcKAx6QBPM278TfA==',Yearly,Churned,Non-fictionTales,Books,Non-fiction,361.0,2019-02-09,4,5,Quisquam tempore unde officiis minima ipsum perspiciatis.,1102,46,30,2268,1444.0
1756,b'gAAAAABlumZ1o-2KGtMtm9rONC9eGx9RJlSPhlqyOG5UrnXDfELVvYkhqrJ2JcUYpP65eccDZ4PkCbH5K2WugKI0sSw5pO3ccw==',67,F,Pughmouth,Lao People's Democratic Republic,b'gAAAAABlumZ2-KpHqxSeSThM2AyyvtmtaH6-D1hN-Sa5JVQ8tDighoQxq9d7OYbu1IyzLAP-GNfAKsizQvOAEkAkB6n_dcUnPm6Lb-KfPZGtxWxNJynMXwo=',b'gAAAAABlumZ2And-nAl5egxvnSjXwZvmcLIQXXnTnvcVCN2_DzCv9xIyHbsNAi1_wlSIX7VQUgp4zq2rjMamMpLofjL2uRDwmo5zz60VafD1_KVx-svXCAcXlFG59_LXSt3SolFwmlAfG5sGOxJYWlXYnrzjY70mvA==',Yearly,Active,SofaPlus,Furniture,Sofa,850.0,2020-08-11,2,5,Quos voluptatem facilis pariatur ab.,1088,63,464,2314,1700.0
1757,b'gAAAAABlumZ1KINaNMHYkKkOxsNhpfT1do9M2OGpiUsrlC75RApfgrYdZ9RWS4FEphezStgqqJBpv_57_leM0VDbZtH4kyNmNQ==',80,F,Christianside,Turkey,b'gAAAAABlumZ2NaYYDyRof0uLWJXwVQUPIoLOe2yPRwAeBV6wmMTzVfqrQP2QhCH_CyaHNi7iaBfiIKSjW2B7cf6PGZlzvAVu9qj4A7qvKhKaeyMqTZv2ISc=',b'gAAAAABlumZ2B5YtCt-8fb6NXdpjp-7P1YsRQO_Pmj_BMymhUoMTPq8Y3mXGHwnkHNWeBYeg3DlfA7XFNIzL4wrT-evWkk7bjkm2EfeC5qIlOVzdq8hHjUUtOFrvzOhEhL5wY9zJzxXk',Yearly,Active,PantsWear,Clothing,Pants,164.0,2021-04-08,3,4,Aut voluptatem pariatur et illo tenetur.,277,48,661,291,492.0
1758,b'gAAAAABlumZ1cO3PqEVV7PcUZ7TtOHmFBjsa5Gl4cReZDDRq-leVACk24yDB2bAmERofNMwNgF5rxgEJu-CGKv-BD34XpLhs_h6AZKnNO7A5FFJjrKaM6x8=',49,M,Thomasview,Nepal,b'gAAAAABlumZ2osdU1oWe_wPq_D3CVFHdHETVDWhXU6ZU8b1yWvxZK6UfZ-6TlRHBtxrT9B8GrOlUZMiR42eNtOI8dnBHBzRdf2XvJlZG1xTFbZvRePMFDFU=',b'gAAAAABlumZ2cDWg-95iOpsjqYdH6_rXPCN51vgKP0LwYJksqEcLfiNWUckxctc-pDS1YKV2ZAViEtJHvsYa1-ng6RzpLhp8hTZQliGksQh6I0CfE3SNbc4qmkVDAvDyauKhkxRK_v9Z',Rarely,Active,ComfortSofa,Furniture,Sofa,65.0,2021-01-19,8,3,Eaque et enim error esse.,161,22,598,738,520.0
1759,b'gAAAAABlumZ1ToZrU3FDGBZpE9SJCIn865-0CoDYaHKG71qm1JgrTxgbAVOiH-dZxZHWIEs2VF46AGgl_FXfzpqKIrpQkYHlgQ==',97,F,New Rossfurt,Czech Republic,b'gAAAAABlumZ27wnpCvg7mmSDRJA4JH7Ah3RcAdqiJhDILf3qoEBg8AjDTZ4PT1Ed3U4KHeMYhwP1ZvRcjTZAM5mZzTu3EuzhCb-eYDA98vFTlhSTh4zizaI=',b'gAAAAABlumZ2JJm5iHapQGLuYWfvO0iIM_n2BHOb6POXqr7kNOY3vFaz5OjdOkvLE-2kK4Qw8AlJzbnMvwz8IhWO34wGChUBRio83StQCbWTU448BQ5vdNVdxcag7oiIE15ydgMco2M7',Rarely,Churned,LaptopPro,Electronics,Laptop,438.0,2022-02-07,9,1,Laborum et voluptas libero fuga et ut repellendus.,141,37,899,1481,3942.0
1760,b'gAAAAABlumZ1xhQEqFCMkDr11kbBUQ6JjhEJfKWLr-Tzz6Kzs_XeSwBVdgzqirdNy0ZKcKj4-NtoRyfhw8fVhqytz3d2_KGKduww8Te7UnEJ1VE38zltyO0=',98,M,South Shannonmouth,Libyan Arab Jamahiriya,b'gAAAAABlumZ2VGGNf0Mzn8y7HpnCnxmSyBx1e2aV5Abybd5ym_7VWoxd5CC9Ulf-VbWoidjhabZGEqqfVoTUo-ssA9nYUw7i-gwOseoHg3KAPshiGL38bPk=',b'gAAAAABlumZ2CIZdHr5HTbBbDQxAxL1qJUBvrbGwaVcrSN1kLusARUcJEZmcuydzaG5ZdoRBM2phy9_O3rAvUA16TDPoThv_DIVT8JO4A2ESKkH6pbwuNuCE92iWluDZq4GLthKhkdJ9',Monthly,Churned,MegaSpeaker,Electronics,Speaker,487.0,2021-12-11,6,4,Qui debitis cum voluptate in et.,269,42,860,2084,2922.0
1761,b'gAAAAABlumZ1ZujiuP2mRfKHwfhi-8cHZfmiM0O0T40zQ0wEciM6DmaDuPHWF09s2BplzOnJKq8xuS4UmNhI9XURji5Q1JuhrA==',46,M,Brownland,Lithuania,b'gAAAAABlumZ2CntTSr873XCHYwUdjqiTcipetv4YJXvUZloqybXN-KLJZMJKLeCSqV9Gz4Z_MByZe8nhKa5ZVRWHXbZhk6tEAHWRQlr0e9VLshQYp0Y8Ydc=',b'gAAAAABlumZ2sZldAZ0Mg5oevJVbkkBg0urXe-NKAr4p89gzhFlhwxjpM7-3CGN8hdMbGY7eogFJi3gI4zFjNsccheGqWtclQi35V6nIlTPzx53i3WbAMjSpgYeZhgvMi5t079Yx_IkK',Yearly,Active,SpeakerPro,Electronics,Speaker,608.0,2022-11-10,9,3,Quia suscipit modi et aut aut nobis.,1041,65,1118,2192,5472.0
1762,b'gAAAAABlumZ1gQjYFjuppOMkf3XpJvh71vd7v2_W8DvG8ECU0JN9fCIUJj7kY-XMIv36la-mwyZIwujvFBJ_82KPnQ0zxJktFt4ikYLW4-CMpLvQVLDJRsw=',64,M,West Mark,Togo,b'gAAAAABlumZ2x1pHrC68YzlxYTc2xCN0aNxpiiSDuV-cA1w84zjWVFS9DHynV7NK4sIQxbAB1BEjQRS7Odf-428fAgmFD9C65WBp0gLxiZ40m4sL4uWstBE=',b'gAAAAABlumZ2F2G9o7YuFNSSobL_6I-B_qJgyx8snYQcZ0SgM0I-oD42eQezy3IveDaxT2THAw6-dPH_vfoGDR3dW2MldSHLlQlHhmuHDTdxSPu_jArciB8148ClATWPFJmVscg4iINs',Yearly,Active,FreshVegetables,Grocery,Vegetables,273.0,2020-12-21,6,2,Ut voluptatibus autem laudantium.,18,32,573,2767,1638.0
1763,b'gAAAAABlumZ1080GTcDT8VzVB06urWsR-cX29q1X2Ty8Rqk67ittm-xf5DUVNvyh8EM5gXDO2lukNPUFu79V0OjNRdxPGzEQaPbU14Q_lztFLKH1GkRMVIE=',24,M,Chadchester,Peru,b'gAAAAABlumZ2CLI6xLNw9HBMIOTiiWCZXl8BxdmzbuL_O3EYdfDBZSiezyiUwDHW-JQfeEh3Vccd4_5HqtkZp4uBFwL1TCo-okV8xeBMmb3wa7gFE-C7xwA=',b'gAAAAABlumZ2JMpFRI47uu1OlfqbP7BFfAmOI33BiozWmpq5zVPsmQxcMlimRPWpSaT-C3vbakkN04sf5vgsj-qF1V-zi4ijhj1JxGfeIX11IZHvnn_FqvrW21GUTK5Wpzx9_jcvzROs',Yearly,Active,LaptopPro,Electronics,Laptop,35.0,2021-11-04,7,3,Eum delectus nobis dolore eligendi.,139,37,830,1062,245.0
1764,b'gAAAAABlumZ1_U49OIj1upoeJWZ1VUS68BtyDgFYDiYD40XsgOQ49zaycEbwKb00rtYfGFb9PjGx-kygUDrAgLEP9mBnUGCEjg==',20,F,Perezshire,Jordan,b'gAAAAABlumZ2hkPFKzImTALvciqKELdUdUoc72CIY5lsn0-D-Xuyy_TJBd9IDV2aCydNAiwcCs0XkJRbL4_fAEuGAGRm8gZsREXFvRBbzoAWbMke3Bpu3Hw=',b'gAAAAABlumZ2V1GrLSvygftUfnLtpyxSxtXF-NHU074hEHuAnkAhUu6Wxy_hxW43TCBnBjowE92ihnUtgfxfdyXeIg-r4a0Qz7xL7F3KUvm2ZzJopn9WNey2t_aPYMDRPLU1FCqq9xvj',Yearly,Active,Category:ClothingJacket,Clothing,Jacket,196.0,2024-01-07,3,5,Sit cumque beatae quaerat sit eum.,150,5,1464,2540,588.0
1765,b'gAAAAABlumZ1L8TlmmFXkJr8dJp7O-EJ114zJIz-qqwf2z2_N0qZqKPcRSRKpKtcMICHRWJG0Q-ioiszXaJlMP2V9zzF_jdJiA==',41,F,West Joseside,Malawi,b'gAAAAABlumZ2ro1_zIW8awT0j5Q71PhY6l2GuZehSYX2ZoLMMOpjlNLzzqbotK8QBy3xFCOxGelOM2YNrjNTGdhoqlFBDT9yZqXLCV8CzWhE22q_Tbt5nJ0=',b'gAAAAABlumZ2r6cXqKyITpSNnz-BOToOtKVjQUYzAl4sByto_OUF-AbuIChX9HaQOEazQflfrjQyhhIGCiRB3oaZbAxm85k-Jm36sJxZb51tk2E-uJt0W-aiSIu0mWWROFSAwgOpo50N',Yearly,Churned,Non-fictionTales,Books,Non-fiction,971.0,2021-11-23,5,3,Magni quidem aut laboriosam quo dolore.,48,46,844,1533,4855.0
