user_id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status
380,b'gAAAAABlumZ1g761Wt41EaZGTt7hVYzsV7fv2yM_U2gD_9_S7ujGB8bjrgV4uRAP-Yqmm4voqnJma4BdOFb3z8CE3cGMmsuJjA==',59,M,Port Charleneton,Venezuela,b'gAAAAABlumZ2Z6oauixlBiN8ngVybYpaAYvrLHhwFYVgvm8pX7eBbOuY6OPSNZDXWbkTwaBBBoXN8-gbB1mtlTv-jJfkIiu7DRy89QnOlj9wDNAuB86JikE=',b'gAAAAABlumZ233DKkiLYwOUB6DsUycNvpe4w4-I8AGXpn7Zvx27GEjtHe15_p-_GrsKuzdaRoCreeF2feUADN7899RlYoA1AOe34J9B627vFZCT16M_7rZk2-aNxGWrhczT4Xyyz8dno',Monthly,Churned
914,b'gAAAAABlumZ1hTZq9_NMW7q12126pScHjPFdpYMWaeXMT0Pm_BoZOMJHbV_hpET0pLGCPyOJD5y4QKXrFejdaMZdD5lH_52NUA==',37,F,Lake Sarah,Trinidad and Tobago,b'gAAAAABlumZ2wkwU-e5oPOgeU0ubvo4lL4WASZ7FigdJtRro-dA27w_jdIVWAKjUQrJWO_XzRjEbLDxWj0uePteIv8noDR4Zp1hoDhvjBhn-KKeZ7cQH0_A=',b'gAAAAABlumZ280FNmoNyVA4VQZiaeV6ByTWJFWxQaaN8VhfWBUx-hhWbnvOtMzVrOL1a5nVcDho-SoAa0arV2WH9hEw26ffLNl_Wm172SzqCAZgzEAk14PvY0s4aTra0big6mlKBhCYC1YB9yord3c_Bl84R65eXEA==',Yearly,Churned
881,b'gAAAAABlumZ1xvUrDa8Q6bwzjf1DzXiJE5vfJ7i_P_c4M3un12TkD1yOeSXPRBnx61jS-2KYqUvg6m29xRFacRt1LRQHitkmnA==',25,M,Rasmussenfurt,Western Sahara,b'gAAAAABlumZ2Tf7xPDT3XXAemRUZqLREKp_30OGyEPnLZVqO8n65FkP2NndLGiXv4MuVyzX14-fd-2UJAqvtYhiymSn0wdVCJdvjMFzpS7Vr4oNEUQvyILE=',b'gAAAAABlumZ2AaS3euSzdQte6XYcarDUh1NhnGyxVrN-9AcLL4osZAWkoMjUcUJZq1pgvvdDgyvV_hHxbPg0LcRpGyt4vNOBm_7RbCv1aqnajuzcAROK45m7K5Vlfopdk1NYFMy240pL',Yearly,Churned
110,b'gAAAAABlumZ1EczEKgwi3aYh7Yp_8i6xQ2gaA7a8siFSIejadwNGIP1qoSKFSNkxfO0Dsd6ie86aP9GxB7ihn8thLsV7-5_fkA==',64,M,East Zachary,United States of America,b'gAAAAABlumZ2OvvxMzk68_lHA7JSNNoKW_DBYB46ffI5uwsKFwvAHQRhhYubS2dBmOEcecaFKdB8H3isbr5BobM8Vn7Fkkfg9pQsOOq36gscmMgD5LaF3ek=',b'gAAAAABlumZ2a-qzc-N_OwURRxV6QeeyaDVj8SVKzDccYFjAlAq0WFnygn4ZstnWJlqNWbLWRwxq0QK2_KDJHr_oMKPq9mgzzGnwYAe7dziHUmKK277NCADLgUtpXHAbzr2ER-uqu1_Y3HJ87l1Z3BCNLxatXnvNlw==',Monthly,Churned
33,b'gAAAAABlumZ1MD9qh4PKDshaV5Drgn6BzOZmWn-93i6bO3_ds_wgkf9nVeDST_fwdpuVp7Gu5UifLIVYNSZJdaZ-mX9lSHUfNA==',21,F,North Ashley,South Georgia and the South Sandwich Islands,b'gAAAAABlumZ2RhyK4bMkjgXiYoBmDyNL-wQzy8XsC6jsG_QAEEYFW2nUFdzlOo9VXPri_DV5GU1GIrwuhxE9N3hPny6DRB5YFpL1YyvC5oAR4MLBHLdacbk=',b'gAAAAABlumZ2O1E_zLBqLFywGoG0Szw3EY6x79B9DnX6nVVRVAK21qycDtdNNXhvu-uT7hjpq1Raeu7z0dvKHE-hcbwv0YtpdPTdY7kxf6yTlTTJMlUtUWxfy074A86xKsogNQaFe4oN',Rarely,Churned
416,b'gAAAAABlumZ1Z1i6JE9NbHFiAmHCZk2wwTIV1BxtxT4tfAqr9Ghd1XPmsUCI0uNV-94bmE0o4ifT-7MIKz73cHKsn5JZl_4-bQ==',82,F,West Dennis,British Virgin Islands,b'gAAAAABlumZ2JkIDRGRILw5BEUHJbxBlgcC4pFv2XgJqwjgVfLi2wb33FuSKi49-Cds7t1K-zK0YlM6oa5xBPIPTiU1KTzmNzDt1a0EetwXvVvV3x0paMmw=',b'gAAAAABlumZ2vsJsacYAFElhZiLFZtmUSRl5Npd66Cw61H-MDXqdfIMTQ_AzLfEdgHV32EChsgPDcUt-KKJn-vR29aL_3s1T5CrDpPb0dFVuTmfM57IM53-iC-uW2DkNfQJBH2nv1uXL',Yearly,Active
4,b'gAAAAABlumZ1Hj1JFRJ_bt9GazYrULcWg7j4E9R9twyvwNf5uSjr8Qfs4cpPZ4JuDc55fLVNKj8nJ5uIL9eUO8tmOpxcRIRUJg==',64,F,South Gilbertberg,Macao,b'gAAAAABlumZ2J4e9xKUeh68LwnDFOZ7Usld5Dvx5l8R7Y3KOqPp8z0H1ogQoaQmsAYzFj1RivtnoSafXN4Jx8EL40f5YAr_4ciL4S4BfGgknZz-g4QYzPC8=',b'gAAAAABlumZ21rHV6ZisUhNYw264HxWzlVNkZ2diThD1oXtrhB_Ypmhs7MLn4rr_Eciqsc5XHNvkgAGhhOb_VSSejX6uQHlYQUviR_bFddqc3HunNXv2PUdKrM9XsXM7Iq6nYzQGX6TJ',Yearly,Active
221,b'gAAAAABlumZ1SG8KJ2tMmiDwMsVCklNkJj0U4JlLYSMpxW3fIefFLzmjmUnYC2mkit2-ZsEh90OQX3RmCl6iRLzl2vLPFIy4xA==',37,M,West Craig,Palestinian Territory,b'gAAAAABlumZ2tdtCrdpiRx3qlXAmnPw4wzmhgU80tfEfwHVDDCplzi1-qOtEA9pbEZ8jxkZ_IA8zQj-CfRUgv-jqCk3tkAZJ2uWW0m3a9U5nSYtdHPYhVqo=',b'gAAAAABlumZ2xn9YJU0c7-K_4NbZDcNbF_HR0M14HJuYo_B4tdhPAWYo1phXrIIGPINy43dyYOHQGbJp5nCT4cQ1AbPItfM8I7n-q945rYfVChRTcHlKv4m_l36CcLB41lLGF3WaxhJBXsdVsZ7OiAtfh4aOMSc6Cg==',Monthly,Active
561,b'gAAAAABlumZ1UDU5-Q4pAQkLohRHoLqxzukSVrsaEcdN_57KgMsCIPpdOjo03r-lGAo4QnE3tvZgXceynvO8NMfD3VrzRd-__w==',37,F,Andersonfort,Marshall Islands,b'gAAAAABlumZ2th4narAJruD02vY6gtkXSZJMQh47o6Y4bluUqXbg77dyreSOYQbUJjjnrjJrL4wkk6_wEqEoeP_ITNfmKvvjSm4Y7_koSkJqWcBwsMG-vpg=',b'gAAAAABlumZ2bPvb8MvHKhSR4OHGXh5_5F1DuvGWnpGFxrh9VLtcSXkH3k8WNFjVgY3DStYtf90nmcdkOPRi-cZBA9vDxToJ4zL-XzylXfbS8e5JSahQIhgC6rEtgra4op_YoJpi-6gDGg97XeNT38v-jdSB9PZPyQ==',Yearly,Active
214,b'gAAAAABlumZ1j9aHJc3HCqVZP1d4xB23fqyPs5ZxJWxmVukuJExOV7pGzzyg8UsOMcFA0jzgI4p39w9URKX1EZNFy-mPwLNoOQ==',45,M,Doughertyport,Nepal,b'gAAAAABlumZ2-GfIxrYy53hEcMBSu9Wp8K1Lm1T0hEUeLYzOQ6q50EiR5axqqP7p9jDp72jxyjUymew226UpQukDMHUiyzHNRUfKL6VkhXF1gnkYFTvCxrE=',b'gAAAAABlumZ2vLiC_Y0jed0fytrqZksvUhympzJRGXeHAeHuANh5u_2ezGlyBWfUIcEE3HnOI9NZQhkNohf4sHaoIioFVHqlgBui_84BP4ljHCllXNUHlqQFOfWQykt7duGgcIxcQmaVV_-_k4nHX5DoY_6s1SmqiA==',Yearly,Active
999,b'gAAAAABlumZ1RHUgO8sF9Oj5nbpSXSdeogGM-StBj16JgoF9_OuLPlhz3pXC0TgJTvSAqFq6ctv2XsVPQyK90wHwBkXmUtIyJA==',97,F,West Devonborough,Bermuda,b'gAAAAABlumZ2N9ijhZqI-iDwSbriuGXhb-UxztZQ6KvCtNWBCJfweaAMukNQSZCRK_8c2RYvQBsnNugcStyfCVynb2W7rrzOCQi8o1aQmdHPWLaE3DpD0Z0=',b'gAAAAABlumZ2mrqGrsRPGq0ZeyE6pCnldxKfwBO4AhQhijOy2wpyVGh-YoUjGAV_pOU8zR8QoandsCVi0BL1Ay343ek32ZtZx3RO265RCnWciHB6ufuY_sQ4WhGtB2ZmsHtKJF3Bj7S3XCU8upIJZ-GWLnqrfqi1Ng==',Monthly,Active
896,b'gAAAAABlumZ1bFs1lymV2fVUUrFz6JDZI8eumdLuL8hsJ7hsk27DbZFYT2TiviV_JR1oa9dEhJ1cB8wKYVqszh6AJ2RAsv56Rw==',26,M,Wilsonshire,Argentina,b'gAAAAABlumZ2WVpuIeYlBduIsU1NKiJz9w3urTRK1ZwSdRldm_C_mJdizzpG0YYneNzfKpAHouKcegMrRLrRfCFMQQjlesEFjEvBiHX6FFWL5GqoNfHc0Zo=',b'gAAAAABlumZ2BTlwNaDVznipa8VwflsS7BCA2WP0HeNMUCOTsbwIzpEfRlxHHU-hEjwZDp6Z0j6X45q501_UHRmySAATaD1jfFk9CJklqAdLHhWX0Shta6WAjZ6YS5hwJvlGZ5R1hoEM9X_RyHhcX1zUX5-yNCq0sA==',Yearly,Active
1051,b'gAAAAABlumZ1mPDf_y0eo_5GZSVuM_urx8x76QfNCzvw11VveOevUdPzVXWuGuK2BCz5S8CPFAVHjAU_kNDMaUFo3sdDyEGEYta8a2SuTd0V-uNrdlnriJE=',53,M,West Kevin,Martinique,b'gAAAAABlumZ22zuuSj0EOXRnc_Hke__0Em1U4jjTcagkCt7K96-xijHUnSgx2SX3355pqmJe8ObttFM4zpHxroAt87CviSwl-bLtTM_EQxH4enW8PJqfNsI=',b'gAAAAABlumZ22Wpl06Q47rAW8ye9f7LwSIQHxIjUnbpfweal1uUPXNLveAim9qwjHe7_TPSbZvahWhBYMh4BLy2sclZis9BisOPafs0UMnofxn_7tGNxC9UGGBAHDlmX8oM4Q4jjVfDm',Yearly,Active
374,b'gAAAAABlumZ1HPr8YECMB4P-u2WYfJRzUGZChym-2BXky4peSXshx92y0DTk0yzGITzUBxEpH6FyU-tDRJbsooJYXeqTJ1NA4g==',19,M,Morrisburgh,Iraq,b'gAAAAABlumZ2WPTLy8SPtV0t_o164aVKP9odIC4nP4igT_FaIq5UJ2opZXC3luPRz7F6TaNGqnOSkSPHDzy4YTU8Ux0TyZkG_d_kgxwKfrXKGh9wcahRfvM=',b'gAAAAABlumZ2vJazOEIYq06IXslGhJZh2zZMzP3XIIEm1RnguktoV9jggOXVaDZOAQWZwiQQkLHFTRORkxcJxz5lZmrtLhvz3Mu3yS9jPq3aEzFkFvEnmiNdpo-7qbS-TP05Fz82E60o',Yearly,Active
74,b'gAAAAABlumZ1qoGTrSYspPxmP_QeSaAE_mkdzYBvc-lnkk_2C9gKNXra6-8_kVNUDHclG_wYDNC8bHn9ba9AC9Vp7zpgQhSRiA==',69,M,Hansonshire,Vanuatu,b'gAAAAABlumZ26Mo5o5OsDqi0TCPFQqEixdiRvlUk8i4JE7H6z15-fDHMJHWfM1bYVHReyE2FES-DTL4nl8bPs7xCCkmzjS7Jr_B92zbhn4FacrtNY36aQRI=',b'gAAAAABlumZ28hGoJdxokXcoKlpyVwPm7xjBk8jBlWS3yszJP8kbqOavNDYvsrki3zX0ay6TATZNnB3rOFzrDvEVB0SM1BJeUSmnBcbMPTaR51RRRW6aK4D3hKNrB0AWtBfaeBlgEo_N',Yearly,Churned
397,b'gAAAAABlumZ1LppGUwRexmhand-rmpJ4toXnz7Te0hEJBloUGtXPgU-38Y8NdDsxRgtq8bqDlxAxHNEzU4FxZ4iDiP6cUwyiew==',68,F,Rogerland,Angola,b'gAAAAABlumZ2046m97x5BoBhcyD6Q_4pDLfATU0TP5RtU8i_sfiFzeCaoxSkIRRAnBykdIgIadHb-GfAY6yMMGWZYkC51IbKXXBRFDdMOQCG68lvd16D7V0=',b'gAAAAABlumZ2yjmIox9X-oZwJnTZsWtyWnpK1AIXo57bXbWRBqRNxoVIZPYlrEfuqfGvZwZl3eFP-8S-MX_gLPrYfR0pkvWOyzSUH9YRfzd1i-x1aaDfKTa1cLPrNSS7lCmAcDC-ahKk',Rarely,Churned
752,b'gAAAAABlumZ15yz9klrC_t2vIVeaoUtabUvtoZvd-D1lyIXCtIDH47ncfcyGbWZqaTOjxj5U6vPc4KgaKmFkdpqaKTjU3gdZUw==',27,M,Port Brandyhaven,Thailand,b'gAAAAABlumZ2GDehODzFWT57LNjZ0M_edaWTGNb9RQRMvpBG_eRs7IrWWTYuVuYAEZaCtsu7WPWxQ2IHPfKF90CKhXgwQaJK5rYZN_CgF2FuLd3yV4lHvMM=',b'gAAAAABlumZ2eGnnHcxF8BbVm1QiXtabQDeetwDPWSguV6MZJahXItQOGskWtOBiMKI69If8MgiM6a7ogoTMvijoSx2XPYOKOFXTK51LWqPogxkzt81itomq92DwxWCS1jjp0wGuoqr3VYKzIaKqnFk_8QoWR4p1jw==',Yearly,Active
188,b'gAAAAABlumZ1N0zCCUvdHMlOWgxlF1m7CoUooicIlxXrhULizTwcDY3CloNmPYvmHRYk7HQojVet-gytxDggpE8-MSDITNFwDw==',25,M,Pughhaven,Colombia,b'gAAAAABlumZ2-Bl9_fUi0X4S8GDA8hG7yw987g3p-ppcVQp6DyzQmwIv7PXuUBdAQHmW4tRWF5kMYRFotK-2xK6ZxZFd-SYdLMngSHfQkTNi7fcz5q2PJzA=',b'gAAAAABlumZ2D_VZbfn6LGXXAJSIZaV-24XZDRsYrg1WF4D16O606U3mXYD7mSsr56GHcJWq2DI-qhB6-lkvJ0C3ZQZqG29wQ6AIrHk4HgYJldD8dTMC0OBfw2i3c9OOppvzkwymGJzD',Yearly,Churned
189,b'gAAAAABlumZ1hthFbWYkkgsnTVnI44w6qykT90ArliuDcfLNNHIpyQbBdDqpzTdzw3Sxd_rxYVAba50xvjDzW3OD-CRas7tOOA==',56,M,East Madison,Cyprus,b'gAAAAABlumZ2qchsQ5Vp34RwcpzvusYGJg48uylJZc2sTx4SmavQy2KTTTYk_i43ca5JWJiO57sNMB8minLSwvJe5kjjXpaEM7C6PIt0Nk4czk8XV_OLw24=',b'gAAAAABlumZ2THnvbnwA6UYurvu_7kghlb7_ZnJpuDy30H0ZQEOeI2wS8DxITGTey4ycZh0PczjHTr7VTPTrphP2gyIGLcYvWOO2ew0YbNc67mPoQsHsfdMfVtsz-VK30_06XLqrk2b3',Yearly,Active
766,b'gAAAAABlumZ1TGGrsLCw9wvGzegSKFVzlbH0N8_rzlq204h-3IIebFxfZZtJ8CIOYGGethVKucyZJ7fWRRNuCAGmHArayWxsKg==',46,M,Briannamouth,Micronesia,b'gAAAAABlumZ2cN0xkyswKzHBnZ3PDauDfinPsfZWd_cgWMFfsupBLFgssyi8RAm0WypDjbG4VptOcrxUPqHdvUuIfXdnfOPsHQofBdU82tlvGmlhU3hG2uY=',b'gAAAAABlumZ2wuYYKF0pzFJr2eRhr4elvf4fIpiSlC4nJmxoCXeHis_sd3byGG4pTP2jyUbvI6xO9rEPtdmMlyIorgwG7vzQDrjWg8o7oSmgh-VHGTSdqmLJUw7H1K40fQBZiDK89XsAdp3xIeME5bZa6MRfDBAWvQ==',Yearly,Active
636,b'gAAAAABlumZ1qp2NWxmMSKewXtRV6kU93j_wSfUyovHzlNWZvBCZyAs4HohGOC8TY2sfgBrF-mL1nM-phm3KR4Nr5Gss4_JlKA==',49,F,South Karenberg,Honduras,b'gAAAAABlumZ2ed-9bcsc1oKKaGFkseMlzYvPLUuZzbh-CFXs2G2ORKvIy5uyCb9WHl9uJAus0NjAQRbHeMwobeiTMxdmWDJ7rvE7ccUOKuMq6HG6VUrpkso=',b'gAAAAABlumZ2X1Kqmg01_XpO_1oUBwww-kerScITKFsdYBnNmt-U3CdUmkgcOj2lK3C1s11pldphCBZJC53HShmDLfeq9pdwnLDt1SIz9ilTeuFavvWJFSQ=',Yearly,Churned
781,b'gAAAAABlumZ1Pn2IpxXogrdvcSvOY98v91DC7yE7N8ZLQ0bpfVVZSyFZDYrnVD7WR_6GRLPQHjcrOxFNHSiJtKHx_4B7llaLiQ==',21,F,Maryhaven,Uganda,b'gAAAAABlumZ2kBlpofcr5wbQQpNg6Bt6t1m306dK2H4KLaT5TRuat6umC6FzFnksFB4BVk1iAQ-Q3lF9hNluxOU6yMjTCPz-3VpbokES5SLe1h8sRThaPzc=',b'gAAAAABlumZ2oDHqNs6Pf0D_0haqXCPEwYfU0XkMtaPsbhmgMXrJNDyihnlYAsbW1id6ECe3qefovRzeeVXUj01vsTSLQRzDHQN90hSNNDt2mk478HJtMIzbsL3eGQNeYse9K9E51ymf',Yearly,Active
213,b'gAAAAABlumZ1uCl-goT_65dSFKILhXTpbFzMTDsnNtEmwNKkeNveV_WQItYBdC4i9pmrB10VyYsqF-3cam5zjGU21V-qicTZaA==',59,M,East Sarah,Reunion,b'gAAAAABlumZ2CQO2ei8-NLfxrRg9HP2d_FQ9euzR_L9OVQ6AWQeDzy33aHp8IXMwsCG38J9t1KKUs3ACfbqq9NCbL_HAk2aQIjRRi0T0OY5wkryORORcu4A=',b'gAAAAABlumZ23iQKkKNvdQ2fIqE00a0y8ihmH7NFhPVJXlWDsichFEQrQidB87Fsbru-XplG7jG6YykN6w34uU6-tY1CGsCMuu_ItS1rbzc5wS_AOhCAZXmwzmW4XBTXTCjYIXre01pa',Yearly,Churned
643,b'gAAAAABlumZ1-gxF1d3YSOGEwdFj4REP9lHAYGmO1EfRpMNmNFvY_BS7fW3lLLA4xKmUck8jxFduq1XPqRpMQhla_VtoBJCZ3Q==',27,F,Jessicaton,Bhutan,b'gAAAAABlumZ2w5kykdZDsS6ClwRg5NSgDus74hof_z2LZUZBwJSr1aPKI-p4cC7PalKqbGhuS8tG0knKoOXYaMdgs1n39D-U2lJn7baMBvWQq9YZ4AR78t4=',b'gAAAAABlumZ2ZAUTj9sZLZQB3vtQfw72AqwmuACn_h5AMld4FEgRLrKcx43sii0prgeSa83MqYccSUnWHykaw28DD6DOasGAEft0u309MsDPjZ9eKYge9rGEXBSt9a_AvvMp7PDGGxah',Yearly,Churned
854,b'gAAAAABlumZ1PO6afHnQxVJVxQ2eaTidRAHrD64iWUCdL5oT8OwQPQo2W8PXsMnr3Vq_oZsSR6mQQ0LEuabS2fPV09bnZeVrDxT9kwL4TiKZXvR_xJ1GqO0=',87,M,East Dustinburgh,Israel,b'gAAAAABlumZ2wqtAZtBAQwRtIjgZJ2xStJ3RKuYmmesOxHPxwjrTa64VgWD0HvAMVoHPDBfm6tGXHMUBx2uVtrADNfewDcO84I_2eWYi79NtIvvK8fcbhj8=',b'gAAAAABlumZ2a3nCu2cAs2FWOMyQwriXfWIz5v5mUgJXP3e0Z1lE_VlNRExUCy1yGXg5qXSBoaVxAZGREerRdTZ2PbAzpO8IUlAq0qH1MaCV6u1EU9qdd6Z5BQWZu4lTEzzhIFDlIi7a',Yearly,Churned
1096,b'gAAAAABlumZ10qlzgLsk14vhuptW4ycHxxEUgBURB1oRUZc_W8kmyz4HHh6PbD2BsqKffSXSw9_9UwY79mZWTGJnegOX8sjIhQ==',41,F,West Ricardochester,Belarus,b'gAAAAABlumZ2np2Ji7AQJ1ZcfaroON01c5cGqhYW4ypYQT6O5_jnVtczJq4-u9xQIO3WYinjm2JKVlJYVkMmvhQHiTva9T6RYfQmEc9IXZolWNqOjL1IdrE=',b'gAAAAABlumZ2-3hNVW8sN_ld6xZis68Fep4MRg33_2WsYqJu8nfpKSa4lHYI0e_7K8DYQ1r4sTl2Wj51rZ7siBEURGQKjf8gXIDgKiizuYT2janmFZJ8PCnM3l8oZIbPxLx16DTTjiD9',Yearly,Active
715,b'gAAAAABlumZ1Zs3nntdPX5zAqrUYYn9LIHWqx98NQOcD2hl7DSEThRHRsuISzCzvaBg-hY7Po1jygY8OcEAXdfRbWA8mAIrvIA==',42,F,New Jennaville,El Salvador,b'gAAAAABlumZ2n0ebe1hib3LhGyXZGxuXgm67K4FuASVllpe_Z3SBzpNsWRMylGscOH6rNf3LSrPgx8CmCzfgEr0So5MLGwBqLXp2bt04NVQrr5ib1N4yDEI=',b'gAAAAABlumZ2XjL2cU8pqFLvIJ3Lk5ZDiiOdMLzOaaR5-J5cVgjrZebYsTDufGJt-rvlzhf5Zn96YuGOs7G8tQtOtwwAfYIlHsjcZm0KBQVhgPnBo_0dl53LWZE70WbvytmfhaXn4fmK',Yearly,Active
395,b'gAAAAABlumZ178Oyg3O6wTe714GZlyuJ9YOlPRKRH8hqOVrRehkaqbij6ongS7EjrGJ5zNAy8bojsaObcGYEEY8zS1oEfoxOVQ==',41,F,South Jeffreystad,Canada,b'gAAAAABlumZ2FnXuDYWOtiDJoRNBT-zdyX1BhJxrm5H529tQMjdykWDURjiFpS1NjNyca_0vKc5sqA_768Xe9Z86mrvNAzuCJ-QB9-6QSPodXu1K_nuI5h8=',b'gAAAAABlumZ2UtTe2VAws6WOS_WwdZxsD4Bv7yy0P4HqqvWnLZoKPqy1RElKGn3wQ9ssfB5UYdmH36jXr3Yb8WP86Avairw0PjIlsjO6a9dqUd3-oqDg-1ScbE7uek5gDl-o4zmT5EM-',Yearly,Churned
764,b'gAAAAABlumZ18iZi0hOFdhA8yc7ZkmxozDF5MTXy5jqSBkLfsFV9P3rDf6YQYgx6jZhXlpSMfSlf3Kb2-Byaa764O1dSH2KqFg==',62,M,Lisaside,Albania,b'gAAAAABlumZ28EXHssJLKwczrN1w7hX1XO9CfB0UkbydB_PqdjJLZf2_lUp_0ClJCCOluqUPi6g5GjEgGh-ZGN8KGuJ4ZIcjoee-vYUmRVe19PmjHiiSuNs=',b'gAAAAABlumZ2NwZSiNyIpuNe7JZWhQFM3qAYXxtajSKjaf77bmqvfotWgqdQWJMaNREBCW8cRDcrJxbRXVaA_Nq4QqNPqhjUzvEjvU94cSWZL38pX9FjTGCHPeviwxZTbl3w7BXtxm33',Yearly,Active
466,b'gAAAAABlumZ1wBj5YzOGKNNB_0xHuVnqcTzPw37NBdtfKGgsQgxioRclWTZrPWnWzFSoSyEU75aVpr591e3j4DmuGFDthH_wdg==',69,F,Ryanton,Gabon,b'gAAAAABlumZ2mtS6thEA2hgqa2aKtuL3t1TWev-AxM76_fQ9l4-mm6JFOXtiH8lUQ4m2qtVOugILaGPoJk8mjq-MPTxfkv_yhyGQiytg-jHVHDgZhO1ROac=',b'gAAAAABlumZ2TPeYM_YgkSH2VrFFvJavGtmotiSN5ewLWxIO2piN85MRuncNXIg0cbdE56ZzVu4IhHHxyziLln1XqYC4fCrT4e2Q6l04GbycO9Q6kuIdUnOeaT0ncAqKmvhLs4xF2Z4nw269_zA8zYnf8Kf3LvWsEQ==',Rarely,Active
1214,b'gAAAAABlumZ1Fq7luWKgP2mfR-ZCstAw7NompxwbF6ypjqOYtl2kFe8RoG6oL9ykAAwhm1FLGzF3Va86emTXTvVlW9PXMsy1ly43WT40sl_NmLc-DHN_nSo=',94,F,Lake Joseph,Bhutan,b'gAAAAABlumZ2lwUWpti8Cw1mJxxq9xxQjOw6RTgytsgw3iNHfz-J4QpB38xFhuAZ7N-Ba62fAliqN_-JiXKqY2HdkvKkGhWS18AQwQRtkabuDbi0EJr6_qA=',b'gAAAAABlumZ2W80ne1JRctLXgw9tKpBqRkLFK-CrVaQzJWE_XpOar55QEZtFMvFO2Ok9IH5n_UxphLNvxzer1kl063r57yqMuA29eiNcccnqNfd15IR8tdvTM_AHje3KGsR45cKe3Il2',Yearly,Churned
1095,b'gAAAAABlumZ114yaenR_eNWl7EszfczW7Zeegk3LUHrem37_vZIinCPCp1Z4YBYxEkRymdCP7BixTNL8taZ8sSNF50p0XVu5ZA==',61,M,East Georgefurt,Senegal,b'gAAAAABlumZ2ccoxOLdUenkw61I1hyYxYhf0eH625hJaooKT0Upudxf2sp8bgrkwOy9_R5BeEZW2yiyUXg92Clf7BdJZZmms4XWgyjwaIRkpYhD8K2rzOpw=',b'gAAAAABlumZ2gD1UjayxqV_A5s9mh4bN18BSr6MxCkdYDqlaf-3vSTMuPAoiqmVylycIyJ3gh6BfgqCjODTVWAv48rQa1BglOBwsgIcX1McpL4l49xsbqXtZB8a7eWfzcevVI1uWp_2A',Yearly,Churned
851,b'gAAAAABlumZ1R007m5rAttAoSLjE1TKDIoYIQirAzUva7GoNYkP0tu8XzKCxuKs2EcVuFd7z1L-ea2--f8a_N3Qj2Pu2zcJSqA==',24,M,New Chad,Tajikistan,b'gAAAAABlumZ2kwh_ML7LUuBvQbm-g3wBltuFwGfJaT1razzHSaWuYHmmLo-mLxCGee1tOZVu-Ity8jJbeYMScRd_No3Xf_usoSrlIh5UUl3bh52xyyU_afM=',b'gAAAAABlumZ2M31JR5HQxCpCHHB6dZHL9xumzRQW-oCZ3Jxkbf6ij3XS2z170jVg0fbRogu0alzasuL48n-ac4i7hqtxYy_KDbY5aOpgv0gGudpXoiCNT7r-oPjyGgYhNTD1gFDsjMXROqGb4NwcLhSpQcPqZnP03Q==',Yearly,Churned
950,b'gAAAAABlumZ1HKr2oCwy-4wjaGtrRCx_rDDlGzd974WjnmOfGzCgFJ3-3qJhAq6bFEg3KYPEmHe7kKT1ZHPTPsCBQcjw3NVRPA==',62,M,Brownview,Dominica,b'gAAAAABlumZ2bkwiU3gKbvwfPKy5h7aEATChrxH2tRuXLxUBN7zxffui4LEuAMPlaH9xRO7Lm_37WpvSRPZuJIte8Rne82b_75me64fMdEeD1IY8Ws5mrt4=',b'gAAAAABlumZ2oduVxtA0wbxk73SrtMh68fdBsgIsE9pET1Iiuf8eAoJ3nX4wdnXL_bmu0AUM5TkCLRyrsbDbcQxTr__okTg1l7yhZlmS_-m36vOivVVLSqEzKY5PvIwvRRFIg6-rLeQYUCKhS9BYljPlLCK7IN5OzQ==',Yearly,Active
355,b'gAAAAABlumZ12OSbo8KClETk6B19JQBKfpMAZ2bdWUEDueKI5VDYcxGIqTlR-EOpe4cdxVHX_O7uj7Xkb2MmFr_mc70KBNDR_g==',67,F,East Zacharymouth,Saint Vincent and the Grenadines,b'gAAAAABlumZ27lY8PgFdL4rY9p5sXUBN7F8WZ0VFQf8cLKnK3GmwUnEtNy_9L-eg8QEV_7He6yjXukMWCaKCq-rkqde3tJaBj154WbbUHvn9AKXbDv75dFQ=',b'gAAAAABlumZ2unVzLHBnfLNgbQ-O7L-7Ah1c_JLKxBldLRU7IodlfbcyMgaM_l8_bnPUioUKhh6Z77UOvm0ZVAMMJ0v3e3kEfE3FwBonP1BK79bQcnxB_SFveX_b4tLwt0I1ifH_Ul-S0PrK5eFmJ7Jc2GL0H2brcA==',Monthly,Active
391,b'gAAAAABlumZ1_pX7OKAWHn7VqZ64FPqbkW0ZN1CcljubOewCoHHCuy_7MowmpTpFV2jkBX0GP6jlWdvFMc72HKeKXjxw80kM7A==',54,M,Rebekahbury,Jordan,b'gAAAAABlumZ2k0oznopZdoDVz0Sxc2yLfdDOD5MfXMi5p3EWYTqp8ea-w6xl26vjfDNnynQH4usovpCCY2AmzNUzQC1xhw0TOtBtR7viXvmirA-EfEddf68=',b'gAAAAABlumZ2MpucROgItfOA7kYPGt4j4i4Wg9mu59J_GyqG9xAQXE-lGx5DM5aytUH2T5fbxpOzCZaklHjDxOtfwjtCSgCce6bvVkzTgb_-iVHFufOZeYL_lLjN8oII11ABxvwDwISn',Yearly,Churned
