id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment
1305,David Ellison,3,M,Woodland,Grenada,2277973550467310,"099 Brown Harbors Suite 425, Josephhaven, OK 85883",Rarely,Active,LaptopPro,Electronics,Laptop,438.00,2022-03-28,2,2,Quam reprehenderit cumque consectetur inventore impedit.
1306,Tyler Parker,150,F,Kennethchester,Croatia,2238807215850213,"8090 Mathis Forge Suite 818, South Royburgh, NE 35774",Monthly,Active,Non-fictionGuide,Books,Non-fiction,19.00,2020-02-11,3,4,Quis corrupti officia veritatis.
1307,David Melendez,43,M,West Paulville,Wallis and Futuna,2523844244091406,"1442 Patricia Rapids Apt. 378, Martinstad, RI 21605",Yearly,Active,FictionTales,Books,Fiction,332.00,2019-02-06,4,5,Ducimus velit inventore ullam distinctio molestiae laboriosam cumque.
1308,Matthew Ortiz,80,F,North Ian,Malta,2253995047456331,"5806 Adams Manor Suite 176, Tommyview, NC 96144",Monthly,Active,TastyBeverages,Grocery,Beverages,-71.00,2023-05-23,7,3,Est aut est necessitatibus debitis dolore similique iste.
1309,Angela Adams,150,M,East Brianna,Tonga,2422381612198143,"64467 Mckenzie Way Suite 377, Mathismouth, OK 92056",Monthly,Active,TastyBeverages,Grocery,Beverages,621.00,2022-11-05,2,5,Dolor architecto sint et officia consequatur.
1310,Caitlin Atkinson,-5,M,New Andrew,Cape Verde,2708903348445632,"69799 Shaun Village Suite 781, Cherylchester, MT 89062",Yearly,Churned,ComfortChair,Furniture,Chair,-34.00,2022-07-03,10,2,Corporis perspiciatis id laboriosam.
1311,Robin Franco MD,150,M,Garystad,Mexico,2288339008491913,"91841 Hernandez Drive Suite 477, North Chelseyside, VI 55337",Rarely,Active,ComfortChair,Furniture,Chair,954.00,2020-03-13,8,5,Et rem molestiae ut id excepturi ut.
1312,Jennifer Simmons,40,F,Andersenbury,Kuwait,2259870111296463,"60203 Fowler Land Suite 760, New Richard, NC 52307",Yearly,Churned,ShirtFits,Clothing,Shirt,401.00,2019-06-26,6,5,Et reiciendis consequatur minus nisi optio iusto ex porro.
1313,Danielle Berg,150,M,North Cynthiaburgh,Swaziland,2283451366495652,"213 David Forest Suite 735, Mckinneymouth, WI 03386",Yearly,Churned,PantsFits,Clothing,Pants,-42.00,2022-06-22,4,1,Excepturi illum dolorum est commodi in.
1314,Denise Jones,47,F,East Abigailhaven,Lao People's Democratic Republic,2277608925919732,"36219 Brenda Coves, North Anthony, NM 14897",Yearly,Churned,ChairPlus,Furniture,Chair,733.00,2022-10-06,7,4,Aut omnis consequuntur sed ullam dolores.
1315,Tiffany Estrada,88,M,Lake Lisatown,Mozambique,2231100179865972,"9683 Rios Islands Suite 338, New April, ID 51374",Yearly,Churned,BeveragesBurst,Grocery,Beverages,-74.00,2019-04-30,10,4,Perferendis consectetur et eum rerum.
1316,Michael Armstrong,2,M,New Kyleburgh,Western Sahara,5487526471567318,"47898 Laurie Terrace, New Brandytown, ND 86708",Monthly,Churned,ProJacket,Clothing,Jacket,-11.00,2021-01-13,9,4,Quasi beatae eius nulla quidem velit non.
1317,Renee Bass,88,M,Hernandezside,Jersey,2226085105913961,"3172 Carla Springs Suite 883, East Shawnview, RI 86716",Yearly,Active,FreshSnacks,Grocery,Snacks,39.00,2019-09-23,3,2,Rerum illum qui sint quo est qui.
1318,Jessica Harrison,32,M,Port Bernardborough,Cambodia,2720933792777838,"831 Wendy Roads Apt. 800, Lake Emma, IA 90407",Rarely,Churned,ShirtWear,Clothing,Shirt,495.00,2022-12-26,7,2,Quas voluptas tempora amet qui.
1319,Cynthia Russell,98,M,South Shannonmouth,Libyan Arab Jamahiriya,2720241331654371,"2874 Charles Oval Apt. 859, New Kara, CA 88290",Monthly,Churned,Non-fictionGuide,Books,Non-fiction,-52.00,2019-04-27,2,3,Quas et voluptatem accusamus ut sint.
1320,Samantha Williams,-3,F,Robinfurt,Seychelles,2236642271750136,"083 Price Crescent, Garciaport, DC 12225",Monthly,Active,VegetablesBurst,Grocery,Vegetables,963.00,2023-06-28,4,2,Esse ullam fugit necessitatibus ut hic.
1321,Kyle Mckenzie,39,F,Beckerfurt,Mauritius,2708156653192451,"5113 Michael Parkways Apt. 683, Smithborough, MI 94569",Yearly,Churned,FictionTales,Books,Fiction,-6.00,2021-04-20,4,2,Tempore non aut voluptas.
1322,Jacqueline Carey,29,M,Port Carlos,Finland,2226170217939409,"6865 Marie Curve Suite 797, Wallaceshire, GU 81303",Yearly,Active,FictionTales,Books,Fiction,-3.00,2022-01-04,5,5,Consequatur eius mollitia aut soluta harum molestias ipsam.
1323,Heather Soto,-5,F,Victorfort,Martinique,2377550072638351,"PSC 0993, Box 6197, APO AE 09244",Monthly,Active,BeveragesBurst,Grocery,Beverages,-7.00,2019-09-27,4,2,Vero praesentium quibusdam quo quidem animi possimus quis.
1324,Michelle Torres,99,M,Dudleyborough,Reunion,2429807510293720,"96972 Deborah Terrace Suite 935, New Julie, GA 32965",Yearly,Churned,TastySnacks,Grocery,Snacks,737.00,2021-01-18,3,2,Qui laboriosam est voluptas qui qui dolores occaecati exercitationem.
1325,Jordan Jones,-2,F,Port Garrett,Somalia,2279188378845435,"24430 Brian Parkway, West Richard, ME 36073",Yearly,Churned,ProJacket,Clothing,Jacket,904.00,2022-04-30,9,3,Consequatur molestiae voluptatem architecto autem illum quam quidem occaecati.
1326,Dean Elliott,4,F,North Robert,Armenia,5429471860912406,"809 Young Loop Apt. 299, North Elizabeth, MN 24705",Yearly,Churned,ShirtFits,Clothing,Shirt,-74.00,2022-04-23,3,3,Rerum minus sunt incidunt et voluptas asperiores commodi.
1327,Frederick Ward,2,M,Taylorshire,Dominica,2718423015652020,"53883 David Village Apt. 299, Brianburgh, GU 29842",Yearly,Churned,MegaLaptop,Electronics,Laptop,345.00,2019-08-02,3,4,Eum nisi iste ut repudiandae.
1328,Peter Turner,-5,M,West Michael,Argentina,2308281712730945,"521 Alexander Canyon Suite 026, West Pamela, MI 84470",Yearly,Active,SofaPlus,Furniture,Sofa,900.00,2022-02-12,6,4,Quisquam ex aspernatur laborum voluptates et.
1329,William Hanson,3,F,Heathertown,Egypt,5488993983317237,"088 Savannah Place Apt. 132, North Christopherborough, RI 15821",Rarely,Active,MegaSpeaker,Electronics,Speaker,-76.00,2021-01-21,3,4,Perferendis doloremque blanditiis praesentium eveniet nostrum odio.
1330,Susan Moran,150,F,Williamsview,Belarus,2610852254279971,"13989 Snyder Square Suite 806, South Kimberlybury, IA 65083",Yearly,Churned,UltraPhone,Electronics,Phone,926.00,2021-01-13,1,3,Saepe quibusdam et exercitationem possimus recusandae.
1331,Melanie Madden DDS,150,M,Jefferyfort,Tuvalu,2276536313230159,"15324 Fuentes Springs, South Amandamouth, CO 53044",Rarely,Churned,JacketWear,Clothing,Jacket,244.00,2022-12-12,5,5,Molestiae a molestiae quibusdam quia.
1332,Marie Duffy,-1,M,Port Elizabeth,Bolivia,2247067330991322,"876 Edward Springs, Darrellhaven, ND 40153",Yearly,Active,ShirtWear,Clothing,Shirt,305.00,2022-04-30,6,4,Voluptatem quia et voluptatibus.
1333,Joseph Rodriguez,150,M,Jamieville,Tajikistan,2294884476645500,"5747 Williams Roads Suite 831, Lake Thomas, PW 81855",Rarely,Active,VegetablesBurst,Grocery,Vegetables,167.00,2020-03-13,8,4,Autem omnis sed dolorem magnam.
1334,Jillian Conner,150,F,Wardfurt,Jamaica,2282619173948631,"8196 Brent Crossing Suite 195, Troytown, IL 47448",Yearly,Active,ShirtFits,Clothing,Shirt,536.00,2022-05-03,8,1,Veritatis commodi alias quaerat.
1335,Danny Hanson,2,M,Port Robin,Cameroon,2581750145237957,"93816 Charles Views Apt. 511, South Christine, MD 79641",Yearly,Active,PhonePro,Electronics,Phone,-11.00,2023-03-24,4,4,Aut esse ducimus officiis quo et sapiente nihil.
1336,Robert Adkins,-1,F,Dunnhaven,Kyrgyz Republic,2434452455693163,"6824 Katie Island, North Bethanyshire, MP 61688",Yearly,Churned,EducationalTales,Books,Educational,266.00,2021-07-16,8,4,Atque eos ut dignissimos nisi quia dolores suscipit.
1337,Mary Mathews,4,M,Marilynfort,Uzbekistan,2232752254502604,"23101 Gutierrez Camp Apt. 411, Lake Rogerhaven, CO 17966",Monthly,Churned,FictionGuide,Books,Fiction,596.00,2019-12-12,4,1,Iusto adipisci nam fugiat aut.
1338,Anthony Dixon,-5,M,Kimberlybury,Nauru,2504326513246682,"605 Flores Centers, Aprilborough, UT 17889",Yearly,Active,UltraPhone,Electronics,Phone,-86.00,2023-03-16,1,3,Praesentium sit sit mollitia.
1339,Craig Jones,92,M,East Jerry,Wallis and Futuna,2225629684025639,"95949 Jill Circle, Tuckerchester, VI 49522",Yearly,Active,The Art of Fiction,Books,Fiction,692.00,2023-11-30,7,5,Aliquam dolorem eius culpa accusantium distinctio reprehenderit repudiandae.
1340,William Hanson,3,F,Heathertown,Egypt,5488993983317237,"088 Savannah Place Apt. 132, North Christopherborough, RI 15821",Rarely,Active,FreshBeverages,Grocery,Beverages,-10.00,2022-10-17,4,2,Et porro maxime enim vitae distinctio sit.
1341,Jennifer Wallace,150,F,Garciaton,Netherlands Antilles,5526715579629160,"7337 Julie Lane, West Jennifer, PW 77245",Yearly,Churned,LaptopMaster,Electronics,Laptop,375.00,2023-09-03,4,1,Ab ducimus magni porro error dicta dolorem delectus.
1342,Aaron Rogers,61,F,South Codyborough,Palau,2235757342339007,"0423 Johnson Ports Suite 248, Christopherside, HI 39222",Yearly,Active,Non-fictionGuide,Books,Non-fiction,734.00,2021-01-16,2,4,Eligendi perspiciatis consequuntur ea magni et fuga qui.
1343,Amanda Santana,-5,F,Christensenfort,Martinique,2252759002220723,"852 Charles Rue Apt. 598, East Philip, OR 66781",Rarely,Churned,VegetablesBurst,Grocery,Vegetables,-94.00,2024-01-07,7,5,Sit ut doloribus suscipit.
1344,Rhonda Martin,32,M,South Dianetown,Congo,2294841280390533,"74059 Hall Meadows Apt. 015, North Glenn, ME 12824",Monthly,Active,EducationalTales,Books,Educational,365.00,2022-08-16,1,3,Et sequi dolores tempora excepturi autem consequatur vel iusto.
1345,Nathan Howard,-5,M,East Ashley,Faroe Islands,2263633407340534,"8695 King Fort, Hernandezborough, WY 55315",Monthly,Churned,The Art of Non-fiction,Books,Non-fiction,332.00,2022-01-07,5,2,Est est nisi maiores cum quia asperiores laborum.
1346,Jordan Miller,150,F,Port Jacquelineland,Hong Kong,2712681262007018,"1880 Young Landing, Nicholsonbury, PA 68271",Yearly,Active,ProJacket,Clothing,Jacket,-4.00,2021-11-08,8,1,Modi nesciunt ut doloremque.
1347,Lisa Williams,50,M,Shortfurt,Puerto Rico,5459733916276877,"920 Bell Trail Apt. 703, Medinaton, OH 67309",Yearly,Churned,TastyVegetables,Grocery,Vegetables,-76.00,2021-02-07,4,5,Non fuga voluptate dolor asperiores similique dolor.
1348,John Thompson,150,F,Jamesport,San Marino,2262752144719049,"1373 Flores Harbors Suite 646, Jamesbury, NC 12450",Rarely,Churned,EducationalGuide,Books,Educational,318.00,2020-09-04,1,2,Excepturi recusandae ea ea commodi.
1349,Theresa Gonzalez,-2,M,Lewisborough,China,2228104703736100,"93980 Vasquez Freeway, West Josephtown, NV 99310",Rarely,Churned,,Clothing,Shirt,798.00,2020-05-23,3,2,Dolor maiores voluptatibus ea voluptas et aut.
1350,Jacqueline Carey,29,M,Port Carlos,Finland,2226170217939409,"6865 Marie Curve Suite 797, Wallaceshire, GU 81303",Yearly,Active,UltraPhone,Electronics,Phone,-52.00,2023-07-16,1,2,Sint tempore tempore labore vero vel veritatis.
1351,Daniel Hicks,51,M,Aaronside,Iraq,2244597066842656,"Unit 3502 Box 0948, DPO AP 08930",Rarely,Churned,FreshBeverages,Grocery,Beverages,471.00,2023-12-16,2,5,Cum consequatur consequuntur ut tempora quisquam sint ut.
1352,Monique Walker,150,F,West Yolandahaven,Antigua and Barbuda,5510920323665506,"9854 Patrick Island, Port Ronaldton, DC 78921",Yearly,Churned,JacketFits,Clothing,Jacket,77.00,2019-12-18,6,3,Quisquam nihil enim pariatur occaecati dicta voluptatem.
1353,Dustin Dean,74,F,North Daniel,Poland,2282705203017289,"01061 Daniel Landing, Michaelberg, AK 32554",Yearly,Active,ChairDeluxe,Furniture,Chair,840.00,2023-08-12,6,4,Id illum aspernatur voluptas et officia impedit iusto.
1354,Lisa Wright,4,M,East Jefferyview,Switzerland,2365767813799623,"4944 Robertson Estates Apt. 681, Vincentside, NE 94189",Yearly,Churned,The Art of Fiction,Books,Fiction,952.00,2023-06-02,1,5,Eligendi quam qui asperiores sit autem.
1355,Jared Smith,5,F,Sheliamouth,Germany,2273256670984065,"849 Connie Summit Apt. 735, South Becky, MN 11030",Yearly,Active,,Books,Educational,637.00,2020-08-30,2,4,Perferendis neque sequi dolorem perferendis qui enim quae omnis.
1356,Jessica Calhoun,-3,F,New Ryanland,Mismatched Country,5587810971575818,"034 Jonathan Plains Apt. 354, Loganborough, NJ 23847",Monthly,Active,The Art of Non-fiction,Books,Non-fiction,336.00,2022-03-30,7,1,Aut distinctio laudantium modi impedit voluptatem aut.
1357,Alexis Harris,83,M,North Matthew,Turkmenistan,2237440950301597,"050 Bell River Suite 991, Kevinshire, AR 84054",Monthly,Active,The Art of Educational,Books,Educational,309.00,2020-10-03,4,2,Natus ut ut doloremque corrupti doloremque iusto et.
1358,Michael Hernandez,0,M,North Amanda,Libyan Arab Jamahiriya,2294873676706212,"7456 Jeremy Garden Apt. 397, Edwardside, MS 85635",Monthly,Churned,Non-fictionTales,Books,Non-fiction,-31.00,2023-01-08,4,3,Quia corrupti vero nihil laborum numquam perferendis.
1359,Shelby Wiley,81,M,New Henryview,Holy See (Vatican City State),5413729806054288,"223 Green Burgs Apt. 641, New Brianburgh, KS 79229",Yearly,Churned,SpeakerMaster,Electronics,Speaker,-52.00,2020-04-11,1,4,Nobis culpa impedit a quis ut ea.
1360,Jennifer Short,3,F,Kimshire,Bouvet Island (Bouvetoya),2274592383792380,"182 Shannon Rapids, Collierton, WA 77088",Monthly,Churned,JacketWear,Clothing,Jacket,446.00,2020-11-15,9,1,Expedita molestiae sint minima consequatur eligendi.
1361,Peter Pierce,34,M,Gillespietown,Zambia,5550816368254886,"798 Garza Throughway, Buchananhaven, VT 48619",Yearly,Churned,TastyBeverages,Grocery,Beverages,-78.00,2020-01-29,7,2,Dolore earum non modi eum.
1362,Randy Smith,20,F,Denisehaven,Egypt,2717600372341922,"1420 Anderson Squares Apt. 545, Murraytown, NJ 78653",Yearly,Churned,BeveragesBurst,Grocery,Beverages,-23.00,2019-03-31,5,4,Dolores illum sit explicabo aliquam sed occaecati asperiores.
1363,Anthony Levine,57,M,Tanyahaven,United States of America,2720797121491696,"2183 Dennis Prairie Apt. 149, East Phillipport, AL 71492",Yearly,Churned,UltraLaptop,Electronics,Laptop,361.00,2020-07-12,3,1,Vel velit neque praesentium quae officiis illo.
1364,Christine Jarvis,150,M,Hortonview,Western Sahara,2289510680619661,"6981 Thompson Land Suite 699, Bryantburgh, TX 16456",Rarely,Active,VegetablesBurst,Grocery,Vegetables,-49.00,2022-01-18,10,3,Et quas laudantium consequatur ut.
1365,Tracy Kirk,150,F,Ruthhaven,Andorra,2720353121279861,"USS Ayala, FPO AE 40221",Monthly,Active,ChairDeluxe,Furniture,Chair,371.00,2020-06-19,6,3,Autem ut et aut delectus eius rerum.
1366,Teresa Smith,-3,M,Cervantesbury,Brazil,2696507710360099,"PSC 5753, Box 4817, APO AE 56142",Yearly,Churned,TastyVegetables,Grocery,Vegetables,450.00,2019-08-07,9,1,Repellendus aut explicabo commodi aspernatur dolorum ut enim.
1367,Breanna Reed,150,M,Chadchester,Peru,2254677415091846,"266 Lawson Station Suite 526, Curtisborough, KY 41613",Yearly,Churned,TastyBeverages,Grocery,Beverages,896.00,2021-09-08,10,2,Est enim excepturi dicta sint.
1368,Michelle Foster,150,M,New Brian,Seychelles,2708136713574104,"13230 Mathews Hills Apt. 385, Angelaburgh, MH 41763",Yearly,Churned,ShirtFits,Clothing,Shirt,-46.00,2021-04-03,1,2,Nemo consectetur dolorum qui occaecati.
1369,Laura Richardson,150,F,Erinchester,Canada,2229725737989775,"845 Stephen Camp, Mariahland, WY 42346",Yearly,Churned,The Art of Educational,Books,Educational,-93.00,2023-09-24,3,2,Sit porro ut ducimus non illo.
1370,Denise Lawson,5,F,Gibsonhaven,Solomon Islands,2404582915881416,"973 Zhang Neck, Maryside, ID 66011",Yearly,Churned,TablePlus,Furniture,Table,-34.00,2020-02-16,6,5,Cumque sed animi quasi.
1371,Robert Adkins,-1,F,Dunnhaven,Kyrgyz Republic,2434452455693163,"6824 Katie Island, North Bethanyshire, MP 61688",Yearly,Active,JacketWear,Clothing,Jacket,251.00,2020-11-16,1,1,Sed dolor qui et sit.
1372,Sherry Buckley,-3,M,South Ashley,Papua New Guinea,2654297292778732,"99841 Woods Vista, Lake Donnaview, MS 04979",Yearly,Churned,ShirtFits,Clothing,Shirt,37.00,2020-01-27,1,1,Sapiente atque sunt perspiciatis expedita non.
1373,Louis Acosta,49,M,Lopezmouth,Greenland,5295394203965660,"PSC 4841, Box 1082, APO AE 19421",Rarely,Churned,FictionGuide,Books,Fiction,-91.00,2020-04-04,10,4,Iusto est quia sed soluta.
1374,Richard Barker,150,M,Lake Allisonbury,Cambodia,2253494108577235,"4191 Garcia Port Suite 636, East Maria, OH 31027",Yearly,Churned,,Furniture,Chair,200.00,2023-05-13,9,5,Tempora nemo ut doloremque non.
1375,Carolyn Brown,-2,M,Port Sylvia,Svalbard & Jan Mayen Islands,2279417395549344,"61887 Willie Port Apt. 416, East Williamland, PR 47646",Rarely,Active,ShirtWear,Clothing,Shirt,-44.00,2021-07-17,8,1,Enim ea et earum repellendus et voluptas autem.
1376,Kimberly Clark,150,F,South Josechester,Finland,2326435332771501,"52622 Clark Causeway Suite 029, Brentstad, OK 28683",Monthly,Active,FreshVegetables,Grocery,Vegetables,-2.00,2022-08-08,6,5,Asperiores magni et voluptatem impedit.
1377,John Woodward,150,M,Port Dariusport,Austria,2707917471169596,"144 Wise Stream Apt. 565, West Jacob, VT 93255",Yearly,Churned,FreshSnacks,Grocery,Snacks,279.00,2023-09-12,10,2,Iste iure ad quibusdam est.
1378,Megan Gonzalez,23,F,East Jenniferfurt,Ukraine,5415153100462923,"1483 Alex Way, East Kelly, MD 10316",Yearly,Churned,Non-fictionTales,Books,Non-fiction,444.00,2022-03-03,5,5,Assumenda eligendi eos ut hic provident reprehenderit.
1379,Thomas Franklin,-5,M,East Benjamin,Iraq,2346783367216199,"22666 Shawn Lane Apt. 984, West Mollyfurt, MN 82347",Yearly,Churned,VegetablesBurst,Grocery,Vegetables,-22.00,2022-05-22,1,2,Dolorum voluptas accusantium dolores et ad eos.
1380,John Turner,-2,F,South Catherine,Faroe Islands,2270145145623981,"786 Ewing Mills, Barberchester, MT 55968",Yearly,Churned,SnacksBurst,Grocery,Snacks,646.00,2021-02-10,5,1,Error quod sit accusantium et quo quod dolor omnis.
1381,Lauren Johnson,150,F,Kathryntown,Bahrain,2240416869751499,"09531 Evans Island, East Kristina, DE 42880",Yearly,Churned,,Furniture,Sofa,367.00,2023-12-13,5,1,Incidunt rerum ipsam sunt ad incidunt ipsa ex.
1382,Ethan Hunt,-1,M,New Nicholasside,Cook Islands,2716127066003908,"680 Christina Stravenue, Lake Sonia, SD 79349",Rarely,Churned,FictionGuide,Books,Fiction,-73.00,2020-04-22,6,5,Et possimus et eveniet doloribus.
1383,Andrea Freeman,17,F,Roweshire,Cyprus,5195243583158209,"4789 Jensen Dale, East Hunter, UT 94647",Yearly,Active,ComfortChair,Furniture,Chair,-11.00,2023-04-05,1,4,Repellat culpa repudiandae nesciunt necessitatibus atque possimus quas.
1384,Barbara Mccoy,-3,F,Lukeville,Liechtenstein,2280282457790252,"65540 Samuel Underpass Apt. 835, Johnsonfurt, IA 95032",Yearly,Churned,JacketWear,Clothing,Jacket,794.00,2019-01-12,3,3,Molestiae cumque nostrum voluptates velit repudiandae.
1385,Dawn Graham,150,F,Barronchester,Montenegro,5279797809385994,"8312 Stephanie Dam, Aaronberg, AR 06372",Yearly,Active,JacketFits,Clothing,Jacket,-71.00,2019-03-19,1,1,Corporis maiores voluptatum omnis non dignissimos.
1386,Kari Anderson,3,F,Leemouth,Albania,2233433456366101,"3765 Catherine Vista Suite 870, North Richardton, NC 14401",Monthly,Active,ProBeverages,Grocery,Beverages,-6.00,2022-09-27,6,1,Itaque animi tempora enim.
1387,Daniel Yates,2,M,Heidimouth,Kyrgyz Republic,2266958172535332,"97248 Jessica Keys, Port Jeffreyland, MA 33399",Yearly,Churned,LaptopMaster,Electronics,Laptop,39.00,2020-11-07,5,3,Rerum et ipsa optio vero quia.
1388,Margaret Stewart,-2,F,Garciahaven,North Macedonia,5123882972689212,"1234 Harry Pike Apt. 118, North Robert, AS 92463",Yearly,Active,,Furniture,Sofa,-47.00,2022-07-06,4,1,Laborum ad rem eveniet aut et blanditiis velit.
1389,Stacey Guzman,5,M,Matthewchester,Bahamas,2720182435397238,"3090 Lucas Meadow, Lake Zacharyside, NH 50172",Yearly,Churned,PhonePro,Electronics,Phone,408.00,2022-09-28,9,5,Quo soluta temporibus officiis et iusto doloribus.
1390,Robert Rodriguez,85,F,Millerstad,United Arab Emirates,2720596615920859,"88002 Hudson Islands Apt. 199, North Angelatown, MO 30207",Yearly,Churned,UltraLaptop,Electronics,Laptop,969.00,2022-01-31,4,4,Qui velit sequi voluptatem nobis.
1391,Nathan Olson,150,F,Fergusonfort,Chad,2232514487029924,"9020 Thomas Pass, West Angela, TN 38141",Yearly,Churned,ChairPlus,Furniture,Chair,333.00,2023-01-05,7,3,Voluptatem occaecati sit laboriosam earum nemo fugiat nobis.
1392,Sandra Sims,150,M,East Georgefurt,Senegal,5191633603316528,"7979 Ronnie Walk, West John, MO 95297",Yearly,Active,FictionTales,Books,Fiction,523.00,2021-03-19,4,4,Consectetur sint mollitia placeat possimus minima.
1393,Laura Davis,150,M,Rebeccamouth,Bouvet Island (Bouvetoya),2520870398912751,"401 Austin Spring Apt. 143, North Steveland, MP 53818",Yearly,Churned,UltraPhone,Electronics,Phone,-52.00,2022-08-29,3,3,Esse nulla asperiores aut omnis fugiat.
1394,Kathleen Horton,23,F,New Jennifer,Burundi,2703915871603838,"6834 Murray Throughway, Cookborough, WV 86097",Rarely,Churned,VegetablesBurst,Grocery,Vegetables,478.00,2020-10-17,1,5,Accusantium et impedit omnis eius maiores.
1395,Donald Pennington,23,M,North Amberburgh,United Arab Emirates,5220721301860411,"84980 Jason Prairie, South Roy, MN 56169",Yearly,Churned,TablePlus,Furniture,Table,-74.00,2023-09-25,1,4,Aut voluptatem consequatur quia optio veritatis.
1396,Gerald Joseph,85,M,Kingland,New Zealand,5209076535429821,"17681 Jimenez Route Suite 075, East Robertberg, NJ 40047",Rarely,Active,MegaPhone,Electronics,Phone,-2.00,2019-10-19,1,3,Aut et magni facilis.
1397,Brooke Wilkins,-1,F,West Deborahside,Hungary,2720269060258023,"6343 Darren Lodge, West Travis, AZ 25723",Monthly,Active,LaptopPro,Electronics,Laptop,-62.00,2022-05-15,7,1,Ab illo a omnis sunt.
1398,Kendra Morrison,150,F,Lake Kimberlytown,Romania,2458851112329569,"174 Ann Tunnel, North Catherineside, WI 37042",Yearly,Churned,EducationalGuide,Books,Educational,-77.00,2021-10-20,2,5,Voluptatem atque aspernatur similique harum.
1399,Janet Mathis,150,F,New Alexander,Benin,2268000938600890,"395 Jennifer Loaf Suite 807, Ashleeland, VI 27861",Yearly,Active,TableDeluxe,Furniture,Table,454.00,2019-08-19,9,2,Voluptatibus vitae sit minus hic fuga quis temporibus rem.
1400,Mark Wells,150,M,East Nathan,Syrian Arab Republic,2258908134596583,"0994 Johnston Passage Suite 468, West Eric, GA 29990",Yearly,Active,PantsFits,Clothing,Pants,822.00,2023-01-05,9,2,Quia dolor aut harum tenetur eos numquam.
1401,Nicholas Johnson,1,M,Johnchester,Saint Barthelemy,2720555968652493,"5162 Johnson Burgs, South Benjaminborough, ME 65050",Yearly,Churned,BeveragesBurst,Grocery,Beverages,836.00,2023-09-05,9,1,Velit asperiores deleniti eum ad error.
1402,April Duran,150,M,New Carlosberg,Mozambique,2243137770421801,"790 Lori Mill, Jonesburgh, DE 20277",Yearly,Churned,TableDeluxe,Furniture,Table,738.00,2019-02-25,8,1,Non id voluptatem praesentium exercitationem.
1403,Jason Morrison,99,M,South Emilytown,Oman,2253478552220475,"934 Christopher Ferry Apt. 993, North Jamiemouth, IA 87057",Monthly,Churned,LaptopPro,Electronics,Laptop,-99.00,2019-11-22,9,3,At saepe aut eveniet enim iste sit officia qui.
1404,Amy Mckenzie,150,F,Port Autumnburgh,Georgia,2226038509830901,"355 Hayes Square Suite 846, South Josephside, NY 45006",Yearly,Active,ProJacket,Clothing,Jacket,-23.00,2020-05-19,10,1,Quae est enim est autem fugit.
1405,Alisha Harrison,51,F,Hannahberg,Montenegro,2243662306753682,"75615 Patrick Camp Suite 717, North Stephaniemouth, GU 02091",Monthly,Churned,MegaSpeaker,Electronics,Speaker,778.00,2022-01-12,5,1,Qui sequi nemo consequatur fugiat animi.
1406,Paul Gonzales,35,F,Lunafurt,New Caledonia,2713328402225915,"75494 Smith Court Apt. 365, Pittschester, ND 97611",Rarely,Churned,UltraPhone,Electronics,Phone,926.00,2021-07-12,5,1,Earum dolor impedit voluptate sint laudantium eligendi.
1407,Benjamin Garcia,150,F,Tylerfurt,Rwanda,2720708482227686,"2690 Harris Ports, West Eric, MP 16934",Yearly,Active,,Clothing,Shirt,188.00,2020-10-20,2,4,Blanditiis quas corrupti ut modi quas facere saepe.
1408,Sarah Buchanan,150,M,Huffbury,Bahrain,2432207876646824,"PSC 2975, Box 6382, APO AP 77209",Yearly,Churned,ComfortSofa,Furniture,Sofa,-39.00,2019-05-21,5,1,Sint repudiandae iure voluptate adipisci mollitia illo ducimus.
1409,Christopher Floyd,36,M,New Katherinebury,Hong Kong,2235162927309501,"914 Moore Via, East Christopher, AZ 20283",Yearly,Active,LaptopPro,Electronics,Laptop,-38.00,2019-07-25,10,1,Et ut soluta voluptas enim.
1410,Charles Flores,150,M,East Catherine,India,2339213548722179,"6595 Howard Crescent, Joshuamouth, OK 90175",Rarely,Churned,TastyVegetables,Grocery,Vegetables,-61.00,2019-03-21,8,5,Qui dolores nesciunt dicta voluptate.
1411,Jonathan Gonzalez,150,F,Casehaven,Mongolia,2262204145483951,"62479 Zachary Mills, Port Mackenziemouth, AL 44023",Yearly,Active,TableDeluxe,Furniture,Table,378.00,2019-01-06,5,1,Itaque corporis autem ut eius aut est consequuntur ut.
1412,Sharon Reeves,64,F,Ellisland,Malta,5218058277788365,"84519 Hart Shoals, West Luismouth, AZ 32947",Yearly,Churned,PhoneMaster,Electronics,Phone,894.00,2019-06-23,2,4,Minus enim harum sed atque a laborum ut qui.
1413,Richard Wilson,5,M,West Kevin,Martinique,2582022913434169,"Unit 2928 Box 4461, DPO AP 94363",Yearly,Active,TastyBeverages,Grocery,Beverages,-98.00,2021-11-04,5,1,Quidem voluptatem ad aspernatur et.
1414,Hannah Lee,-2,F,Susanfurt,Cocos (Keeling) Islands,2702390908669379,"825 James Curve, Jonesberg, KS 82458",Monthly,Churned,JacketWear,Clothing,Jacket,906.00,2019-11-16,5,5,Praesentium quos omnis dolor reprehenderit aut voluptatibus explicabo.
1415,Andre Singh,150,M,West William,Lesotho,2720060788504925,"31836 Todd Knolls Apt. 255, Zacharyport, IA 83039",Yearly,Churned,SofaDeluxe,Furniture,Sofa,-25.00,2023-08-13,1,1,Impedit in molestiae reiciendis et consequatur asperiores in.
