"id","name","age","gender","city","country","credit_card","full_address","user_source_type","user_status","product_name","category","subcategory","price","date_purchase","quantity","rating","comment","created_at","updated_at"
"440","Charles Robinson","89","M","Grossport","Finland","2408174317302740","4101 Conrad Key Suite 746, Debbieberg, IL 79443","Yearly","Active","LaptopPro","Electronics","Laptop","643.00","2024-01-13","7","1","Numquam dignissimos deserunt reiciendis consequatur aut.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"441","Melissa Lee","94","M","Port James","Finland","2480334502726282","56095 Nicholas Unions Suite 213, Haleymouth, SC 59836","Yearly","Active","PhoneMaster","Electronics","Phone","893.00","2022-06-30","8","3","Cupiditate qui adipisci eligendi consectetur.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"442","Elizabeth Hall","95","M","West Marissa","Benin","2706882603597752","64305 Turner Summit Apt. 923, South Jeffrey, MT 10213","Yearly","Churned","SnacksBurst","Grocery","Snacks","722.00","2023-02-19","1","4","Laborum qui culpa fugit placeat voluptates nesciunt.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"443","Stacy Mckinney","150","F","North Steven","Mongolia","2222867772730370","PSC 0151, Box 4828, APO AE 08776","Yearly","Active","ShirtFits","Clothing","Shirt","-43.00","2023-09-03","5","4","Labore sit expedita sed consectetur.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"444","Jason Morrison","99","M","South Emilytown","Oman","2253478552220475","934 Christopher Ferry Apt. 993, North Jamiemouth, IA 87057","Monthly","Active","ProJacket","Clothing","Jacket","-91.00","2022-02-22","5","2","Autem voluptatem quod illum quia.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"445","Edward Snyder","150","F","North Diana","Congo","2251570406193866","169 Cook Road Suite 250, East Sydney, DE 81620","Yearly","Churned","PhoneMaster","Electronics","Phone","397.00","2019-08-04","6","1","Dolor iure est dolor voluptatem.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"446","Vanessa Gardner","5","M","Brittanyfort","Brazil","2296284336195630","Unit 6130 Box 5816, DPO AP 73117","Monthly","Churned","ProShirt","Clothing","Shirt","74.00","2021-11-09","6","5","Sit odit totam deserunt.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"447","Donald Santiago","150","F","Mccarthyberg","Guinea-Bissau","2717818012858648","8235 Gibbs Burgs Apt. 062, New Justin, DE 35460","Yearly","Active","BeveragesBurst","Grocery","Beverages","121.00","2022-06-08","6","2","Dolorem veritatis nihil voluptate non dignissimos et.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"448","Amy Greer","24","F","Bruceberg","Norway","2625208119051985","5148 Hanson Valley Apt. 188, Carolynport, AK 15218","Yearly","Churned","FictionTales","Books","Fiction","75.00","2020-09-11","6","2","Facilis dolores et aut.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"449","Michael Walsh","4","M","Roseport","Libyan Arab Jamahiriya","2713844610398278","0711 Aguilar Parks, Robinshire, VI 22076","Yearly","Churned","TastySnacks","Grocery","Snacks","-23.00","2020-09-22","2","4","Tenetur deserunt qui voluptatem ratione asperiores mollitia sed.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"450","Michael Harris","92","M","Aguilarfort","United States of America","2271210674515633","743 Barbara Villages Suite 528, Randyville, OH 61672","Yearly","Active","JacketFits","Clothing","Jacket","61.00","2021-02-09","1","3","Perferendis totam quo nihil ipsa quia labore.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"451","Barbara Oneal","88","F","East Danielville","Lao People's Democratic Republic","2251987196836761","096 Rachel Stream, Davisstad, VT 17200","Monthly","Churned","TastySnacks","Grocery","Snacks","-35.00","2023-11-06","9","5","Ipsum suscipit illo et.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"452","Jake Taylor","-5","M","Evansmouth","Czech Republic","2273966520760545","748 Mendez Ridges Apt. 994, Lake Jonathanton, PW 67869","Yearly","Churned","Non-fictionGuide","Books","Non-fiction","160.00","2021-01-13","8","3","Odio velit dolore ut adipisci cum.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"453","Tom Cooper DDS","17","M","East Betty","Ukraine","2267594971280488","USCGC Rogers, FPO AE 97112","Monthly","Active","TastySnacks","Grocery","Snacks","961.00","2022-01-16","5","3","Enim deleniti nisi rerum atque mollitia.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"454","Mariah Smith","5","M","Morenobury","Germany","5166902130316579","PSC 4797, Box 1755, APO AP 89199","Yearly","Active","Non-fictionTales","Books","Non-fiction","-12.00","2022-11-23","3","2","Unde enim omnis maxime animi.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"455","Carol Holland","150","M","Richardsonberg","Mismatched Country","2221777750457949","6569 Betty Mill Apt. 582, Andrewsberg, FM 08033","Rarely","Active","FreshVegetables","Grocery","Vegetables","-99.00","2019-01-20","1","1","Dolorem dolore accusamus consequatur iure alias.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"456","Dakota Hall","74","M","Hamiltonville","Sierra Leone","2297314404280318","791 Heidi Via, Rebeccashire, ND 08816","Monthly","Active","ShirtFits","Clothing","Shirt","-84.00","2023-04-14","4","5","Distinctio rerum dolores autem at.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"457","Omar Wells","3","F","West Melissa","Kazakhstan","2294781375555840","33828 Steven Trace, West Chelseastad, WI 74651","Rarely","Active","PhoneMaster","Electronics","Phone","129.00","2019-08-19","9","2","Exercitationem voluptatem labore eum necessitatibus ut est.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"458","Gabriel Williams","-3","F","Haydenburgh","French Southern Territories","2274892122750024","704 Perry Village, Wardville, WA 50444","Yearly","Churned","MegaLaptop","Electronics","Laptop","258.00","2020-12-07","9","4","Sint minima sint aperiam dicta excepturi cumque qui.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"459","Ronald Compton","-3","M","Latashatown","Netherlands Antilles","2288468727039610","040 Ford Causeway Suite 899, New Samantha, OK 06682","Monthly","Churned","FreshSnacks","Grocery","Snacks","941.00","2022-12-06","3","3","Debitis inventore non debitis excepturi eveniet qui consectetur.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"460","Michael Sanchez","150","F","Briannaton","Portugal","2272367583185566","026 Deborah Brook Apt. 084, East Kimberly, TX 65153","Monthly","Active","EducationalGuide","Books","Educational","586.00","2019-09-13","4","1","Et enim qui porro quam et necessitatibus cupiditate.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"461","Mitchell Knapp","150","M","Leefort","Bahrain","5113122072168219","3240 Mclaughlin Mountains Apt. 644, Port Joseph, MD 89685","Yearly","Active","ShirtWear","Clothing","Shirt","891.00","2022-01-05","5","3","Aut enim ullam vero.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"462","Andrew Shields","150","M","Port Barry","Dominican Republic","2716187211688342","37659 House Track Suite 675, New Valeriechester, LA 55349","Yearly","Churned","TastyVegetables","Grocery","Vegetables","-24.00","2022-05-20","6","4","Sit voluptatem pariatur iusto fugiat nobis.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"463","Ellen Hutchinson","150","M","Port Brandonstad","Germany","2710756680999137","3995 Vazquez Coves Suite 427, New Samueltown, ND 42601","Yearly","Churned","SpeakerPro","Electronics","Speaker","-5.00","2023-11-06","2","5","Aut perspiciatis facilis sit aliquid repudiandae qui.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"464","Thomas Wang","44","F","Port Nicole","Peru","2419812079340443","1804 Gabriel Cliff Suite 457, Jerryport, IA 06813","Yearly","Active","ChairPlus","Furniture","Chair","817.00","2023-09-28","3","3","Laudantium numquam autem ut iste id fuga omnis.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"465","Desiree Hess","0","F","Donaldville","Montserrat","5208631392666328","PSC 5067, Box 7115, APO AP 38009","Rarely","Churned","TastyBeverages","Grocery","Beverages","444.00","2021-10-08","10","1","Quae omnis mollitia est et et assumenda.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"466","Danny Hanson","2","M","Port Robin","Cameroon","2581750145237957","93816 Charles Views Apt. 511, South Christine, MD 79641","Yearly","Active",NULL,"Furniture","Chair","200.00","2022-11-22","3","4","Qui voluptates iste labore non.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"467","Misty Dalton","150","M","South Vanessa","Korea","5505129896410426","71254 Daniel Drive, East Richardhaven, AZ 89028","Rarely","Churned","TablePlus","Furniture","Table","-8.00","2019-10-14","9","1","Earum quia eum quia et.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"468","Joshua Boyle","1","F","East Joannemouth","Guadeloupe","2247473096439631","PSC 3094, Box 2124, APO AA 36175","Yearly","Active","ChairDeluxe","Furniture","Chair","637.00","2023-03-14","9","1","Magni laudantium qui odio natus et.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"469","Kyle Stephens","2","M","East Brittanybury","Latvia","2237964953841101","91385 Crystal Camp Suite 340, East Samuelview, DE 12957","Yearly","Churned","TastyVegetables","Grocery","Vegetables","937.00","2019-08-23","8","1","Et ut voluptas cupiditate commodi voluptatem et libero beatae.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"470","Jesse Bass","150","F","North Barbara","Svalbard & Jan Mayen Islands","2720259895925607","73956 Jessica Loaf Apt. 375, Janetville, TN 52460","Yearly","Churned","EducationalGuide","Books","Educational","318.00","2021-01-20","7","3","Vel iste perspiciatis deleniti omnis est doloribus.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"471","Lance Richard","3","F","Chadburgh","Panama","2283652272175227","859 Carter Mews Apt. 784, West Heather, KS 39855","Monthly","Active","EducationalGuide","Books","Educational","468.00","2021-06-18","5","1","Dolor tenetur et atque est.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"472","Gregory Turner","1","F","Port William","Namibia","2720083470979775","PSC 5503, Box 4944, APO AE 68712","Yearly","Churned","FictionGuide","Books","Fiction","-49.00","2023-08-02","8","5","Sed ad soluta et aut.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"473","Matthew Green","-4","M","Ashleyland","Tajikistan","5227803388114160","16551 Rios Ports Apt. 807, Taraberg, UT 99802","Yearly","Churned","The Art of Educational","Books","Educational","746.00","2019-09-17","4","3","Et reiciendis et molestiae porro numquam ut ut.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"474","Michael Hood","65","F","Port Martin","Poland","5483787574308737","5350 Neil Corners, West Jeffrey, VT 80415","Yearly","Active","FreshVegetables","Grocery","Vegetables","-84.00","2022-12-10","10","3","Sint dolorum voluptatem non et voluptates perferendis.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"475","Christopher Hill","-3","F","Joshuaborough","Nauru","5300176385930080","94633 Bishop Lodge, East Larry, AZ 69550","Yearly","Active","UltraLaptop","Electronics","Laptop","980.00","2020-12-24","4","5","Sit dolores dolores beatae veniam.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"476","Spencer Murphy","37","M","Taylorton","Bulgaria","2282944085939399","USNV Smith, FPO AE 79106","Monthly","Churned","Non-fictionGuide","Books","Non-fiction","-19.00","2021-11-07","10","5","Nulla aut est labore officiis ipsa.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"477","Brian Martinez","150","F","Marquezland","China","2250864831339769","07048 Newman View Suite 000, Pattersonville, IN 16068","Yearly","Churned","MegaPhone","Electronics","Phone","-63.00","2023-12-22","9","2","Velit aspernatur et occaecati eius dolorem fugiat vel.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"478","Robert Montgomery","53","M","Brandonstad","Estonia","2297650580569275","4325 Green Run Apt. 370, Hansenburgh, OH 57558","Monthly","Churned","FreshVegetables","Grocery","Vegetables","-47.00","2022-07-21","1","2","Temporibus adipisci maiores porro totam nisi et eos quas.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"479","Allison Gomez","-2","M","Barneshaven","Guam","2707525562133007","70695 Debra Gateway Suite 501, West Jennifer, MH 27194","Yearly","Active","SnacksBurst","Grocery","Snacks","34.00","2022-07-15","6","2","Sit voluptatem unde laudantium qui numquam aliquid consectetur.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"480","Kenneth Patton MD","150","M","Angelburgh","Luxembourg","5315447426278364","96486 Stewart Creek, Gibbsport, MA 46702","Yearly","Active","SnacksBurst","Grocery","Snacks","-18.00","2021-08-13","2","1","Esse aut tempore perspiciatis quos.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"481","Kelly Mora","150","M","New Thomasfort","Micronesia","5466761192129883","2975 Alan Via, Christinaside, MS 60980","Monthly","Churned","ComfortSofa","Furniture","Sofa","737.00","2020-03-04","7","2","Voluptatem dolorum maxime dolorum.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"482","Gail Taylor","93","F","Jillianberg","Solomon Islands","2396617444427842","16303 Randall Point, North Cherylburgh, DE 30494","Monthly","Active","ChairPlus","Furniture","Chair","201.00","2023-02-09","7","5","Ex quisquam est consequuntur ipsam odio totam est.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"483","John Wagner","3","M","Jamesfurt","Ghana","2232948786326930","62189 Brandon Island, West Calvin, SD 07575","Yearly","Active","ProShirt","Clothing","Shirt","761.00","2019-12-04","3","1","Et ut vel quasi et saepe porro qui.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"484","Jessica Nelson","-4","F","Sanchezmouth","Yemen","2282680882280278","55368 Everett Pike, Mortonstad, PA 35001","Rarely","Active","ChairDeluxe","Furniture","Chair","840.00","2019-12-27","10","4","Rerum sed velit qui perspiciatis tempora id omnis.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"485","Theresa Brewer","47","F","Lake Susanbury","Saint Vincent and the Grenadines","2368115928033545","8217 Alexis Mountains Suite 492, New Danielleland, ND 18635","Monthly","Churned","PhoneMaster","Electronics","Phone","834.00","2023-12-20","8","1","Quia dignissimos delectus et excepturi nihil distinctio deserunt.","2024-01-23 08:34:55","2024-01-23 08:34:55"
"486","Troy Clark","52","M","Cummingsmouth","Nauru","2242877603047767","5854 Nicole Loaf, Tylershire, CO 44581","Yearly","Churned",NULL,"Clothing","Pants","430.00","2020-01-11","1","5","Qui in impedit et omnis explicabo.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"487","Jeff Forbes","-3","F","Woodsshire","Italy","2716914807546968","9717 Clinton Road Suite 745, East Jennifer, LA 61663","Yearly","Churned","TastySnacks","Grocery","Snacks","-93.00","2020-09-17","7","2","Rerum qui et dolor dolor.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"488","Matthew Roberts","-3","M","Lake Sylvia","Kenya","2705610510262447","247 Victoria Club Suite 831, Grayville, VA 32210","Yearly","Active","SofaDeluxe","Furniture","Sofa","266.00","2020-04-02","5","1","Voluptas et facere dolorum delectus omnis dolorum.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"489","Michael Calderon","21","F","Alvaradobury","Tanzania","5265319370617816","97368 Duffy Brooks, West Paula, SC 94641","Rarely","Active","PhonePro","Electronics","Phone","-89.00","2022-01-06","5","2","Aliquam quia saepe doloribus quod eos velit nihil reiciendis.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"490","Tiffany Whitaker","150","F","East Kaylaburgh","New Zealand","5427613968724678","36107 Robert Lodge, West Evelynmouth, MI 86944","Yearly","Active","SofaPlus","Furniture","Sofa","340.00","2019-04-03","7","1","Sed et quaerat facere enim non.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"491","Lisa Vaughn","-5","M","Millerland","San Marino","5378807990467194","8544 Cory Flat Suite 896, South Branditown, AK 47871","Monthly","Churned","ChairDeluxe","Furniture","Chair","840.00","2021-11-29","2","2","Harum repellendus natus quo eaque aliquam cum dolorem sed.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"492","Mrs. Elizabeth Davis","94","F","East Toddtown","South Africa","2261084436805216","PSC 9757, Box 6911, APO AE 88098","Yearly","Churned","TastySnacks","Grocery","Snacks","-57.00","2019-03-27","3","3","Accusantium ex perferendis et magnam voluptatibus perspiciatis quidem iure.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"493","Destiny Quinn","4","M","South Roger","Mauritius","5536864523833847","61844 Dunn Turnpike, Elizabethport, MI 97071","Yearly","Active","Non-fictionGuide","Books","Non-fiction","-19.00","2021-12-28","4","2","Officiis quis vitae consequatur et iste esse repudiandae.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"494","Jay Pacheco","150","M","Simmonsview","Iran","2686487518759739","3667 Jessica Crossing Apt. 069, South Joseph, PW 51120","Yearly","Churned","FictionGuide","Books","Fiction","-32.00","2021-10-24","8","4","Eos commodi rerum cupiditate debitis quis.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"495","Jorge Stephens","150","F","Lorraineview","Nigeria","2242306297484961","446 Matthew Orchard, Bradland, MD 50786","Rarely","Churned","SofaPlus","Furniture","Sofa","-28.00","2022-01-16","10","1","Atque consequatur quibusdam voluptatem possimus explicabo quod ut.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"496","Benjamin Kline","84","M","Mariobury","Greenland","5231692107851176","76032 Edwards Valley, Jacksonfurt, VA 58437","Yearly","Churned","ShirtWear","Clothing","Shirt","-42.00","2021-07-06","9","3","Aut eveniet quia a qui.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"497","Andrea Boyle","-5","M","Brownmouth","Slovenia","2250656430692618","901 Heather Parkway Apt. 419, Crystalmouth, MA 14674","Monthly","Churned","PhonePro","Electronics","Phone","-47.00","2019-08-14","2","4","Non atque sapiente doloremque quasi accusamus.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"498","Barbara Austin","0","M","North Joseph","Togo","2273639921569209","2212 Colon Common, Blanchardburgh, DE 10240","Yearly","Active","ProPants","Clothing","Pants","-36.00","2020-11-29","9","3","Quod alias totam animi.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"499","Yvette Saunders","-5","F","Johnland","Macao","2720741256729900","75550 James Glen, Hernandezview, ID 72528","Yearly","Active","ChairPlus","Furniture","Chair","250.00","2019-01-27","4","1","Ipsa qui repellat voluptatem omnis voluptatibus.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"500","Jacob Morris","150","M","Mossport","Isle of Man","2706157588459553","51547 Todd Terrace Apt. 986, East Paulmouth, KS 25160","Yearly","Active","FictionGuide","Books","Fiction","-49.00","2019-11-27","8","3","Delectus pariatur qui omnis asperiores.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"501","Brandi Potts","5","F","Hallton","Paraguay","2555441750744204","PSC 7830, Box 7859, APO AE 22720","Monthly","Churned","JacketFits","Clothing","Jacket","-41.00","2022-09-18","3","2","Dolor vitae et tempora quisquam possimus omnis.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"502","Scott Patterson","-3","M","East Travisshire","Solomon Islands","2330491579988997","19062 Nicole Plaza, Charlesport, WI 02353","Yearly","Churned","PantsWear","Clothing","Pants","855.00","2020-02-01","6","1","Id suscipit quo rerum quia qui.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"503","Kimberly Collins","-5","F","South Jessicaville","Costa Rica","2451227060875456","30526 Tucker Ports Suite 986, South Edward, WI 57185","Yearly","Active",NULL,"Clothing","Jacket","196.00","2024-01-12","3","1","Voluptates quibusdam voluptas dolor dolor qui.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"504","Michael Richardson","86","M","Whiteborough","Egypt","2542966081504162","2961 James Walk, Stevensonhaven, ID 68796","Yearly","Active","UltraPhone","Electronics","Phone","-52.00","2021-01-05","8","2","Sed eveniet veritatis eius saepe eligendi dolores.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"505","Mary Murphy","86","F","Jenniferside","Italy","2250664368736308","8009 Christopher Key Apt. 013, North Heiditon, NV 45852","Yearly","Churned","SpeakerPro","Electronics","Speaker","174.00","2019-02-03","10","5","Consequuntur eum et eveniet nulla.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"506","Bruce Williams","-4","M","Thomasview","Nepal","2299363427521479","6331 Thomas Shoals Suite 221, West Thomaschester, MI 75773","Rarely","Active","TastySnacks","Grocery","Snacks","-97.00","2021-07-21","9","5","Voluptatibus recusandae sed ea blanditiis.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"507","Ruben Garcia","150","F","Bryanthaven","Tanzania","5534364796327561","301 Steven Knolls Suite 429, Gabrielstad, MA 54130","Yearly","Active","EducationalGuide","Books","Educational","990.00","2022-04-14","10","2","Quia incidunt sed aut repellat.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"508","Jesse Williams","2","F","Sarahside","Macao","2303582759596627","0303 Kendra Locks, Hodgeberg, MD 48265","Monthly","Churned","Non-fictionTales","Books","Non-fiction","843.00","2023-01-14","3","2","Laboriosam deserunt autem dignissimos qui quam ipsam in.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"509","Tracey Lynn MD","150","F","West Tamara","Colombia","5157767817158771","626 Richard Villages Suite 691, Michaelside, MT 11801","Yearly","Churned","SnacksBurst","Grocery","Snacks","-68.00","2021-04-13","3","5","Et delectus provident repellendus voluptatem.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"510","Krista Johnson","150","M","New Jonathan","Benin","2242693552792331","2074 Cervantes Harbor, East Amberport, UT 74968","Yearly","Churned","TablePlus","Furniture","Table","-77.00","2019-07-21","3","4","Architecto dignissimos repellat expedita deserunt harum officiis tempora.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"511","Christopher Cox","4","F","New Kim","United States Minor Outlying Islands","2236709649571161","1398 Rubio Locks, New Shelbybury, AL 56696","Yearly","Active","FreshVegetables","Grocery","Vegetables","-13.00","2023-08-01","2","4","Occaecati accusamus aut aut sit est quaerat.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"512","David Moran","-4","F","North Sally","Niger","5318735311218389","7862 Gillespie Wells Apt. 902, Johnsonside, NH 99594","Yearly","Active","FictionGuide","Books","Fiction","-73.00","2023-09-03","6","1","Ut et qui reprehenderit minus ducimus.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"513","Andrea Boyle","-5","M","Brownmouth","Slovenia","2250656430692618","901 Heather Parkway Apt. 419, Crystalmouth, MA 14674","Monthly","Churned","FreshSnacks","Grocery","Snacks","-30.00","2023-12-17","1","3","Earum consectetur a minus quis modi est aspernatur.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"514","Sean Tucker","-2","M","North Jesse","Netherlands Antilles","5310169921857907","3032 Dillon Prairie Suite 506, South Christopherside, VI 87253","Rarely","Churned","FreshBeverages","Grocery","Beverages","-100.00","2022-11-24","3","2","Incidunt sed ducimus in perferendis nihil nihil.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"515","Lisa Weber","150","M","Johnsontown","Algeria","5429361215037779","127 Wilson Key Apt. 449, Port Daisyshire, AZ 23105","Rarely","Active","JacketFits","Clothing","Jacket","-51.00","2020-12-05","8","4","Porro quidem tempore maxime aut.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"516","Robin Sampson","1","M","Keithhaven","Azerbaijan","2718724271259727","41315 Smith Shores Suite 254, Lake Joel, CO 40326","Yearly","Churned","ProPants","Clothing","Pants","-32.00","2023-12-16","2","2","Aperiam iusto ea molestiae et consequatur quidem.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"517","Latoya Park","150","F","East Michael","Monaco","2296757755149444","99677 Hopkins Divide, Riveraside, MP 64795","Yearly","Churned","SofaPlus","Furniture","Sofa","-62.00","2019-03-25","10","5","Rerum incidunt illo quod quia maxime dolores.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"518","Gregory Turner","1","F","Port William","Namibia","2720083470979775","PSC 5503, Box 4944, APO AE 68712","Yearly","Churned","FictionTales","Books","Fiction","665.00","2019-10-15","1","1","Possimus dolor dolorem est eaque minima.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"519","Alicia Martinez","63","M","South Adamport","Georgia","2275479366367969","666 Joshua Common Suite 011, West Debramouth, SD 87925","Yearly","Active","ComfortSofa","Furniture","Sofa","-10.00","2019-06-23","1","4","Et qui aut inventore ab sunt.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"520","Scott Wilson","2","F","Johnnyberg","Guadeloupe","5204275741956370","933 Harris Points, Melanieberg, OH 20203","Yearly","Active","FictionGuide","Books","Fiction","-35.00","2023-04-07","9","4","Deserunt fuga praesentium deleniti ratione.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"521","Shelly Dixon","150","M","Joemouth","Somalia","5171401661782310","583 Cook Rapids Suite 471, Carolmouth, MO 18408","Yearly","Active","MegaLaptop","Electronics","Laptop","670.00","2023-01-14","6","1","Est minima repellendus qui et perspiciatis.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"522","Kimberly Howard","150","M","Lake Theresaberg","Vietnam","2367632911621228","3186 Mckinney Skyway Apt. 776, Lake Brianberg, NE 97524","Monthly","Churned","PhoneMaster","Electronics","Phone","-93.00","2019-02-12","3","1","Nihil vel expedita mollitia rerum itaque.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"523","Latoya Young","56","F","Lake Crystal","French Southern Territories","2266871105427180","62282 Warren Mill Suite 966, North Samantha, PA 71670","Yearly","Churned","TastyBeverages","Grocery","Beverages","-80.00","2021-05-17","3","2","Dolore architecto neque est.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"524","Jacqueline Carey","29","M","Port Carlos","Finland","2226170217939409","6865 Marie Curve Suite 797, Wallaceshire, GU 81303","Yearly","Churned","The Art of Fiction","Books","Fiction","613.00","2020-02-06","1","4","Necessitatibus amet ipsam sed voluptates.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"525","Miranda Thomas","150","M","Lake Thomaston","Mali","2235925736309684","Unit 4897 Box 3197, DPO AP 13534","Yearly","Active","ComfortSofa","Furniture","Sofa","637.00","2019-07-25","10","5","Maiores expedita blanditiis facere ea voluptatum incidunt architecto ipsum.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"526","Stephanie Benton","13","M","East Brian","Sudan","2557352893119477","525 Carlos Crescent Apt. 922, North Jessicaton, GA 51245","Yearly","Active","TastyBeverages","Grocery","Beverages","166.00","2020-04-20","5","5","Velit necessitatibus doloribus doloribus dolores a nesciunt sunt.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"527","Tammy Neal","-3","F","Glendamouth","Japan","2619146869939306","3395 Nunez Summit Apt. 048, Port Ginaland, NE 38011","Yearly","Churned","FictionTales","Books","Fiction","820.00","2021-04-18","4","4","Qui beatae aut sit at.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"528","Ashley Hamilton","76","F","West Patrickchester","Mongolia","2712125756834354","8044 Long Fork Suite 818, South Natalieville, MO 56224","Yearly","Active",NULL,"Clothing","Shirt","100.00","2019-06-17","3","3","Sed ad cumque ut fugiat quos doloremque.","2024-01-23 08:34:56","2024-01-23 08:34:56"
"529","Ethan Hunt","-1","M","New Nicholasside","Cook Islands","2716127066003908","680 Christina Stravenue, Lake Sonia, SD 79349","Rarely","Churned","FreshVegetables","Grocery","Vegetables","-73.00","2019-02-11","3","1","Aut et fugit dolor magnam iste eos impedit.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"530","Megan Hutchinson","23","M","East Amandaport","Mayotte","2283885745878502","81082 Miranda Ville Apt. 940, Houseshire, MD 46680","Yearly","Active","ProJacket","Clothing","Jacket","904.00","2022-08-31","1","5","Ut et iure assumenda.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"531","Shirley Bennett","81","F","Port Edwinfort","Mismatched Country","5469452158369856","8482 Alexandra Light Apt. 163, Port Feliciamouth, GU 48402","Yearly","Churned","SofaDeluxe","Furniture","Sofa","911.00","2020-05-18","5","5","Voluptatem aspernatur temporibus maiores laboriosam.","2024-01-23 08:34:57","2024-01-23 08:34:57"
